species,common_name,reason_for_change,class,previous_category,current_category,previous_year,current_year
Opuntia pachyrrhiza,,N,FLOWERING PLANTS,VU,EN,2012,2013
Pereskia aureiflora,,G,FLOWERING PLANTS,VU,EN,2012,2013
Pilosocereus aureispinus,,N,FLOWERING PLANTS,DD,VU,2012,2013
Pilosocereus floccosus,,N,FLOWERING PLANTS,NT,LC,2012,2013
Pilosocereus fulvilanatus,,N,FLOWERING PLANTS,VU,NT,2012,2013
Pilosocereus glaucochrous,,N,FLOWERING PLANTS,NT,LC,2012,2013
Pilosocereus magnificus,,N,FLOWERING PLANTS,NT,EN,2012,2013
Pilosocereus multicostatus,,N,FLOWERING PLANTS,NT,EN,2012,2013
Pilosocereus piauhyensis,,N,FLOWERING PLANTS,NT,LC,2012,2013
Ptychosperma gracile,,N,FLOWERING PLANTS,EN,NT,2012,2013
Rhipsalis cereoides,,N,FLOWERING PLANTS,VU,NT,2012,2013
Rhipsalis crispata,,N,FLOWERING PLANTS,VU,EN,2012,2013
Rhipsalis oblonga,,G,FLOWERING PLANTS,NT,VU,2012,2013
Rhipsalis pacheco-leonis,,N,FLOWERING PLANTS,DD,EN,2012,2013
Schlumbergera microsphaerica,Christmas Cactus,N,FLOWERING PLANTS,DD,VU,2012,2013
Schlumbergera opuntioides,Christmas Cactus,N,FLOWERING PLANTS,NT,VU,2012,2013
Strychnos mellodora,,N,FLOWERING PLANTS,VU,LC,2012,2013
Tacinga estevesii,,N,FLOWERING PLANTS,VU,EN,2012,2013
Tacinga werneri,,N,FLOWERING PLANTS,VU,LC,2012,2013
Thelocactus hastifer,,G,FLOWERING PLANTS,VU,EN,2012,2013
Trichilia lovettii,,N,FLOWERING PLANTS,VU,LC,2012,2013
Turbinicarpus horripilus,,N,FLOWERING PLANTS,VU,EN,2012,2013
Turbinicarpus laui,,N,FLOWERING PLANTS,VU,CR,2012,2013
Turbinicarpus lophophoroides,,N,FLOWERING PLANTS,VU,NT,2012,2013
Turbinicarpus pseudomacrochele,,N,FLOWERING PLANTS,VU,EN,2012,2013
Turbinicarpus pseudopectinatus,,N,FLOWERING PLANTS,VU,LC,2012,2013
Turbinicarpus viereckii,,N,FLOWERING PLANTS,NT,LC,2012,2013
Uebelmannia gummifera,,N,FLOWERING PLANTS,VU,EN,2012,2013
Uebelmannia pectinifera,,N,FLOWERING PLANTS,LC,EN,2012,2013
Allocebus trichotis,Hairy-eared Dwarf Lemur,N,MAMMALS,DD,VU,2013,2014
Avahi betsileo,Betsileo Woolly Lemur,N,MAMMALS,DD,EN,2013,2014
Avahi laniger,Eastern Woolly Lemur,G,MAMMALS,LC,VU,2013,2014
Avahi meridionalis,Southern Woolly Lemur,N,MAMMALS,DD,EN,2013,2014
Avahi peyrierasi,Peyrieras' Woolly Lemur,N,MAMMALS,DD,VU,2013,2014
Avahi ramanantsoavanai,Ramantsoavana's Southern Woolly Lemur,N,MAMMALS,DD,VU,2013,2014
Avahi unicolor,Sambirano Woolly Lemur,N,MAMMALS,DD,EN,2013,2014
Cheirogaleus major,Geoffroy's Dwarf Lemur,N,MAMMALS,LC,DD,2013,2014
Cheirogaleus sibreei,Sibree's Dwarf Lemur,N,MAMMALS,DD,CR,2013,2014
Dasypus pilosus,Hairy Long-nosed Armadillo,N,MAMMALS,VU,DD,2013,2014
Dasypus sabanicola,Northern Long-nosed Armadillo ,N,MAMMALS,LC,NT,2013,2014
Daubentonia madagascariensis,Aye-aye,G,MAMMALS,NT,EN,2013,2014
Eulemur albifrons,White-fronted Lemur,G,MAMMALS,VU,EN,2013,2014
Eulemur cinereiceps,White-collared Lemur,G,MAMMALS,EN,CR,2013,2014
Eulemur collaris,Collared Brown Lemur,G,MAMMALS,VU,EN,2013,2014
Eulemur coronatus,Crowned Lemur,G,MAMMALS,VU,EN,2013,2014
Eulemur mongoz,Mongoose Lemur,G,MAMMALS,VU,CR,2013,2014
Eulemur rufus,Red Brown Lemur,N,MAMMALS,DD,VU,2013,2014
Hapalemur aureus,Golden Bamboo Lemur,G,MAMMALS,EN,CR,2013,2014
Indri indri,Indri,G,MAMMALS,EN,CR,2013,2014
Lemur catta,Ring-tailed Lemur,G,MAMMALS,NT,EN,2013,2014
Lepilemur aeeclis,Antafia Sportive Lemur,N,MAMMALS,DD,VU,2013,2014
Lepilemur ahmansonorum,Ahmanson<d5>s Sportive Lemur,N,MAMMALS,DD,EN,2013,2014
Lepilemur betsileo,Betsileo Sportive Lemur ,N,MAMMALS,DD,EN,2013,2014
Lepilemur dorsalis,Gray<d5>s Sportive Lemur,N,MAMMALS,DD,VU,2013,2014
Lepilemur edwardsi,Milne-Edwards's Sportive Lemur,G,MAMMALS,VU,EN,2013,2014
Lepilemur fleuretae,Fleurete's Sportive Lemur,N,MAMMALS,DD,CR,2013,2014
Lepilemur grewcockorum,Grewcock's Sportive Lemur,N,MAMMALS,DD,EN,2013,2014
Lepilemur hubbardorum,Hubbard's Sportive Lemur,N,MAMMALS,DD,EN,2013,2014
Lepilemur jamesorum,James' Sportive Lemur,N,MAMMALS,DD,CR,2013,2014
Lepilemur leucopus,White-footed Sportive Lemur,N,MAMMALS,DD,EN,2013,2014
Lepilemur microdon,Small-toothed Sportive Lemur,N,MAMMALS,DD,EN,2013,2014
Lepilemur milanoii,Daraina Sportive Lemur,N,MAMMALS,DD,EN,2013,2014
Lepilemur mittermeieri,Mittermeier's Sportive Lemur,N,MAMMALS,DD,EN,2013,2014
Lepilemur mustelinus,Weasel Sportive Lemur,N,MAMMALS,DD,NT,2013,2014
Lepilemur otto,Otto's Sportive Lemur,N,MAMMALS,DD,EN,2013,2014
Lepilemur petteri,Petter's Sportive Lemur,N,MAMMALS,DD,VU,2013,2014
Lepilemur randrianasoloi,Randrianasolo's Sportive Lemur,N,MAMMALS,DD,EN,2013,2014
Lepilemur ruficaudatus,Red-tailed Sportive Lemur,N,MAMMALS,DD,VU,2013,2014
Lepilemur sahamalazensis,Sahamalaza Peninsula Sportive Lemur,N,MAMMALS,DD,CR,2013,2014
Lepilemur seali,Seal's Sportive Lemur,N,MAMMALS,DD,VU,2013,2014
Lepilemur tymerlachsoni,Nosy Be Sportive Lemur ,N,MAMMALS,DD,CR,2013,2014
Lepilemur wrightae,Wright's Sportive Lemur,N,MAMMALS,DD,EN,2013,2014
Manis crassicaudata,Indian Pangolin,G,MAMMALS,NT,EN,2013,2014
Manis culionensis,Philippine Pangolin,N,MAMMALS,NT,EN,2013,2014
Manis javanica,Sunda Pangolin,N,MAMMALS,EN,CR,2013,2014
Manis pentadactyla,Chinese Pangolin,N,MAMMALS,EN,CR,2013,2014
Microcebus bongolavensis,Bongolava Mouse Lemur,N,MAMMALS,DD,EN,2013,2014
Microcebus danfossi,Danfoss' Mouse Lemur,N,MAMMALS,DD,EN,2013,2014
Microcebus jollyae,Jolly's Mouse Lemur,N,MAMMALS,DD,EN,2013,2014
Microcebus lehilahytsara,Goodman's Mouse Lemur,N,MAMMALS,DD,VU,2013,2014
Microcebus mamiratra,Claire's Mouse Lemur,N,MAMMALS,DD,CR,2013,2014
Microcebus mittermeieri,Mittermeier's Mouse Lemur,N,MAMMALS,DD,EN,2013,2014
Microcebus myoxinus,Peters<d5> Mouse Lemur,N,MAMMALS,DD,VU,2013,2014
Microcebus rufus,Rufous Mouse Lemur,N,MAMMALS,LC,VU,2013,2014
Microcebus simmonsi,Simmons' Mouse Lemur,N,MAMMALS,DD,EN,2013,2014
Microcebus tavaratra,Tavaratra Mouse Lemur,N,MAMMALS,EN,VU,2013,2014
Mirza coquereli,Coquerel's Giant Mouse Lemur,G,MAMMALS,NT,EN,2013,2014
Mirza zaza,Northern Giant Mouse Lemur,G,MAMMALS,VU,EN,2013,2014
Phaner electromontis,Amber Mountain Fork-marked Lemur,G,MAMMALS,VU,EN,2013,2014
Phaner furcifer,Masoala Fork-marked Lemur,G,MAMMALS,LC,VU,2013,2014
Phaner pallescens,Pale Fork-marked Lemur,G,MAMMALS,LC,EN,2013,2014
Phaner parienti,Sambirano Fork-marked Lemur,G,MAMMALS,VU,EN,2013,2014
Phataginus tetradactyla,Black-bellied Pangolin,N,MAMMALS,LC,VU,2013,2014
Phataginus tricuspis,White-bellied Pangolin,N,MAMMALS,NT,VU,2013,2014
Propithecus deckenii,Van der Decken<d5>s Sifaka,G,MAMMALS,VU,EN,2013,2014
Propithecus diadema,Diademed Sifaka,G,MAMMALS,EN,CR,2013,2014
Propithecus tattersalli,Golden-crowned Sifaka,G,MAMMALS,EN,CR,2013,2014
Propithecus verreauxi,Verreaux's Sifaka,G,MAMMALS,VU,EN,2013,2014
Smutsia gigantea,Giant Ground Pangolin,N,MAMMALS,NT,VU,2013,2014
Smutsia temminckii,Temminck's Ground Pangolin,N,MAMMALS,LC,VU,2013,2014
Varecia rubra,Red Ruffed Lemur,G,MAMMALS,EN,CR,2013,2014
Accipiter erythrauchen,Rufous-necked Sparrowhawk,G,BIRDS,LC,NT,2013,2014
Accipiter henicogrammus,Moluccan Goshawk,N,BIRDS,LC,NT,2013,2014
Amazona finschi,Lilac-crowned Amazon<ca>,N,BIRDS,VU,EN,2013,2014
Anodorhynchus hyacinthinus,Hyacinth Macaw,G,BIRDS,EN,VU,2013,2014
Anthus melindae,Malindi Pipit,N,BIRDS,NT,LC,2013,2014
Apalharpactes reinwardtii,Javan Trogon,N,BIRDS,EN,VU,2013,2014
Arborophila crudigularis,Taiwan Partridge,N,BIRDS,NT,LC,2013,2014
Brachyramphus brevirostris,Kittlitz's Murrelet,G,BIRDS,CR,NT,2013,2014
Corvus validus,Long-billed Crow,N,BIRDS,LC,NT,2013,2014
Cryptoleucopteryx plumbea,Plumbeous Hawk,N,BIRDS,NT,VU,2013,2014
Didunculus strigirostris,Tooth-billed Pigeon,G,BIRDS,EN,CR,2013,2014
Estrilda thomensis,Cinderella Waxbill,N,BIRDS,NT,LC,2013,2014
Eulidia yarrellii,Chilean Woodstar,G,BIRDS,EN,CR,2013,2014
Falco fasciinucha,Taita Falcon,G,BIRDS,NT,VU,2013,2014
Falco punctatus,Mauritius Kestrel,G,BIRDS,VU,EN,2013,2014
Gypaetus barbatus,Bearded Vulture,N,BIRDS,LC,NT,2013,2014
Gyps himalayensis,Himalayan Griffon,N,BIRDS,LC,NT,2013,2014
Hydrobates matsudairae,Matsudaira's Storm-petrel,N,BIRDS,DD,VU,2013,2014
Hylocichla mustelina,Wood Thrush,N,BIRDS,LC,NT,2013,2014
Liocichla bugunorum,Bugun Liocichla,G,BIRDS,VU,CR,2013,2014
Megascops seductus,Balsas Screech-owl,N,BIRDS,NT,LC,2013,2014
Otus beccarii,Biak Scops-owl,N,BIRDS,EN,VU,2013,2014
Paradisaea decora,Goldie's Bird-of-paradise,N,BIRDS,NT,VU,2013,2014
Pica nuttalli,Yellow-billed Magpie,G,BIRDS,LC,NT,2013,2014
Pitta kochi,Whiskered Pitta,N,BIRDS,VU,NT,2013,2014
Plectrophenax hyperboreus,McKay's Bunting,N,BIRDS,NT,LC,2013,2014
Prioniturus luconensis,Green Racquet-tail,G,BIRDS,VU,EN,2013,2014
Psophia leucoptera,White-winged Trumpeter,N,BIRDS,LC,NT,2013,2014
Semioptera wallacii,Standardwing,N,BIRDS,LC,NT,2013,2014
Spizaetus isidori,Black-and-chestnut Eagle,N,BIRDS,VU,EN,2013,2014
Tringa brevipes,Grey-tailed Tattler,N,BIRDS,LC,NT,2013,2014
Xenocopsychus ansorgei,Angola Cave-chat,N,BIRDS,NT,LC,2013,2014
Barkudia insularis,Madras Spotted Skink,N,REPTILES,DD,CR,2013,2014
Achalinus jinggangensis,Zong's Odd-scaled Snake,N,REPTILES,DD,CR,2013,2014
Brookesia peyrierasi,,E,REPTILES,VU,EN,2013,2014
Mecistops cataphractus,Slender-snouted Crocodile,N,REPTILES,DD,CR,2013,2014
Mochlus mafianum,Mafia Writhing Skink,N,REPTILES,EN,LC,2013,2014
Scolecoseps acontias,Sandy Limbless Skink,N,REPTILES,VU,DD,2013,2014
Tantilla jani,Jan's Centipede Snake,N,REPTILES,DD,VU,2013,2014
Thermophis baileyi,Xizang Hot-spring Keel Back,N,REPTILES,VU,NT,2013,2014
Tomistoma schlegelii,False Gharial,N,REPTILES,EN,VU,2013,2014
Trimetopon slevini,Slevin's Tropical Ground Snake,N,REPTILES,NT,LC,2013,2014
Trioceros incornutus,Ukinga Hornless Chameleon,N,REPTILES,VU,LC,2013,2014
Trioceros laterispinis,Spiny-sided Chameleon,N,REPTILES,VU,EN,2013,2014
Altiphrynoides osgoodi,Osgood's Ethiopian Toad,G,AMPHIBIANS,VU,CR(PE),2013,2014
Ameerega pongoensis,,N,AMPHIBIANS,DD,VU,2013,2014
Ameerega silverstonei,Silverstone's Poison Frog,N,AMPHIBIANS,DD,EN,2013,2014
Amietia desaegeri,,N,AMPHIBIANS,DD,LC,2013,2014
Amietia tenuoplicata,,N,AMPHIBIANS,DD,NT,2013,2014
Andinobates dorisswansonae,,G,AMPHIBIANS,CR,VU,2013,2014
Andinobates tolimensis,,G,AMPHIBIANS,EN,VU,2013,2014
Arthroleptis nikeae,Nike's Squeaker,N,AMPHIBIANS,EN,CR,2013,2014
Arthroleptis troglodytes,Cave Squeaker,N,AMPHIBIANS,CR,CR(PE),2013,2014
Atelopus laetissimus,,N,AMPHIBIANS,CR,EN,2013,2014
Atelopus nahumae,,N,AMPHIBIANS,CR,EN,2013,2014
Bolitoglossa odonnelli,O'Donnell's Salamander,N,AMPHIBIANS,EN,NT,2013,2014
Bromeliohyla bromeliacia,Bromeliad Treefrog,N,AMPHIBIANS,EN,LC,2013,2014
Centrolene robledoi,,N,AMPHIBIANS,VU,LC,2013,2014
Craugastor gulosus,,N,AMPHIBIANS,EN,CR(PE),2013,2014
Craugastor obesus,,N,AMPHIBIANS,EN,CR(PE),2013,2014
Duellmanohyla soralia,Copan Brook Frog,N,AMPHIBIANS,CR,EN,2013,2014
Gastrotheca atympana,,N,AMPHIBIANS,DD,VU,2013,2014
Hyalinobatrachium pellucidum,Rio Azuela Glass Frog,N,AMPHIBIANS,EN,NT,2013,2014
Hyla suweonensis,Suweon Treefrog,N,AMPHIBIANS,DD,EN,2013,2014
Hyloscirtus colymba,La Loma Treefrog,N,AMPHIBIANS,CR,NT,2013,2014
Laotriton laoensis,,N,AMPHIBIANS,DD,EN,2013,2014
Leptopelis vermiculatus,Amani Forest Treefrog,N,AMPHIBIANS,VU,EN,2013,2014
Mantella cowanii,Cowan's Mantella,N,AMPHIBIANS,CR,EN,2013,2014
Nototriton brodiei,,N,AMPHIBIANS,CR,EN,2013,2014
Oreobates ayacucho,,N,AMPHIBIANS,DD,EN,2013,2014
Phrynobatrachus pintoi,,N,AMPHIBIANS,DD,EN,2013,2014
Phrynopus peruanus,Peters' Andes Frog,N,AMPHIBIANS,DD,CR,2013,2014
Pristimantis cruciocularis,,N,AMPHIBIANS,LC,VU,2013,2014
Pristimantis fallax,,N,AMPHIBIANS,EN,VU,2013,2014
Pristimantis melanogaster,,N,AMPHIBIANS,DD,EN,2013,2014
Pristimantis ornatus,,N,AMPHIBIANS,LC,EN,2013,2014
Pristimantis pardalinus,,N,AMPHIBIANS,DD,CR,2013,2014
Pseudophilautus ocularis,,N,AMPHIBIANS,EN,CR,2013,2014
Ptychohyla hypomykter,Copan Stream Frog,N,AMPHIBIANS,CR,LC,2013,2014
Ranitomeya flavovittata,,N,AMPHIBIANS,DD,LC,2013,2014
Ranitomeya sirensis,Sira Poison Frog,N,AMPHIBIANS,EN,LC,2013,2014
Sachatamia punctulata,,N,AMPHIBIANS,VU,EN,2013,2014
Telmatobius atahualpai,Amazonas Water Frog,N,AMPHIBIANS,DD,NT,2013,2014
Telmatobius timens,,N,AMPHIBIANS,DD,CR,2013,2014
Xenopus largeni,Largen's Clawed Frog,N,AMPHIBIANS,DD,EN,2013,2014
Acanthobrama centisquama,Long-spine Bream,N,FISHES,EN,CR,2013,2014
Acanthobrama lissneri,Jordan Bream,N,FISHES,LC,NT,2013,2014
Acanthobrama telavivensis,Yarkon Bream,G,FISHES,EW,VU,2013,2014
Alburnus heckeli,Hazer Shah Kuli,N,FISHES,DD,LC,2013,2014
Alburnus orontis,Orontes Spotted Bleak,N,FISHES,EN,VU,2013,2014
Alburnus qalilus,Syrian Spotted Bleak,N,FISHES,VU,EN,2013,2014
Alburnus tarichi,Van Shah Kuli,N,FISHES,DD,NT,2013,2014
Amblyopsis rosae,Ozark Cavefish,N,FISHES,VU,NT,2013,2014
Amblyopsis spelaea,Northern Cavefish,N,FISHES,VU,NT,2013,2014
Anguilla bengalensis,Indian Mottled Eel,N,FISHES,LC,NT,2013,2014
Anguilla bicolor,Shortfin Eel,G,FISHES,LC,NT,2013,2014
Aphanius anatoliae,Lake Tuz Toothcarp,N,FISHES,DD,NT,2013,2014
Aphanius asquamatus,Hazer Toothcarp,N,FISHES,DD,LC,2013,2014
Aphanius splendens,G<9a>l<8d><9f>k Toothcarp,N,FISHES,CR,EX,2013,2014
Aphanius sureyanus,Burdur Toothcarp,N,FISHES,DD,EN,2013,2014
Caecocypris basimi,Haditha Cavefish,N,FISHES,VU,CR(PE),2013,2014
Canthigaster rapaensis,,N,FISHES,VU,EN,2013,2014
Capoeta bergamae,Aegean Scraper,N,FISHES,VU,NT,2013,2014
Carasobarbus canis,Jordan Himri,N,FISHES,LC,NT,2013,2014
Carasobarbus chantrei,Orontes Himri,N,FISHES,EN,NT,2013,2014
Catostomus microps,Modoc Sucker,N,FISHES,EN,NT,2013,2014
Catostomus santaanae,Santa Ana Sucker,G,FISHES,VU,EN,2013,2014
Catostomus warnerensis,Warner Sucker,N,FISHES,VU,EN,2013,2014
Chasmistes cujus,Cui-ui,G,FISHES,CR,EN,2013,2014
Chondrostoma fahirae,Tefenni Nase,N,FISHES,CR(PE),EN,2013,2014
Chondrostoma holmwoodii,Eastern Aegean Nase,N,FISHES,DD,VU,2013,2014
Chrosomus cumberlandensis,Blackside Dace,N,FISHES,VU,EN,2013,2014
Cobitis bilseli,Great Bey_ehir Spined Loach,N,FISHES,CR,EN,2013,2014
Cobitis levantina,Orontes Sspined Loach,N,FISHES,VU,EN,2013,2014
Cobitis puncticulata,Brown Sspined Loach,N,FISHES,CR,EN,2013,2014
Corcyrogobius liechtensteini,Liechtenstein's Goby,N,FISHES,DD,LC,2013,2014
Cottus asperrimus,Rough Sculpin,N,FISHES,VU,NT,2013,2014
Cottus greenei,Shoshone Sculpin,N,FISHES,VU,NT,2013,2014
Cottus leiopomus,Wood River Sculpin,N,FISHES,VU,NT,2013,2014
Crenichthys baileyi,White River Killifish,N,FISHES,VU,EN,2013,2014
Crossocheilus klatti,Anatolian Golden Barb,N,FISHES,DD,EN,2013,2014
Cyprinella monacha,Spotfin Chub,N,FISHES,LR/nt,VU,2013,2014
Cyprinodon diabolis,Devil's Hole Pupfish,G,FISHES,VU,CR,2013,2014
Cyprinodon tularosa,White Sand's Pupfish,N,FISHES,VU,EN,2013,2014
Didogobius schlieweni,,N,FISHES,DD,LC,2013,2014
Didogobius splechtnai,Spechtna's Goby,N,FISHES,DD,LC,2013,2014
Emblemariopsis tayrona,Tayrona Blenny,N,FISHES,VU,DD,2013,2014
Entomacrodus cadenati,West African Rockhopper,N,FISHES,DD,LC,2013,2014
Eretmophorus kleinenbergi,,N,FISHES,DD,LC,2013,2014
Etheostoma acuticeps,Sharphead Darter,N,FISHES,LR/nt,VU,2013,2014
Etheostoma aquali,Coppercheek Darter,N,FISHES,VU,NT,2013,2014
Etheostoma okaloosae,Okaloosa Darter,N,FISHES,EN,LC,2013,2014
Eucyclogobius newberryi,Tidewater Goby,N,FISHES,VU,NT,2013,2014
Galaxias postvectis,Shortjaw Kokopu,N,FISHES,VU,EN,2013,2014
Gammogobius steinitzi,Steinitz's Goby,N,FISHES,DD,LC,2013,2014
Garra ghorensis,Dear Sea Garra,N,FISHES,CR,EN,2013,2014
Gobio hettitorum,Taurus Gudgeon,N,FISHES,VU,CR,2013,2014
Gobiomorphus alpinus,Tarndale Bully,N,FISHES,VU,LC,2013,2014
Gobius ater,Bellotti's Goby,N,FISHES,DD,LC,2013,2014
Gobius kolombatovici,,N,FISHES,DD,LC,2013,2014
Gouania willdenowi,Blunt-snouted Clingfish,N,FISHES,DD,LC,2013,2014
Haplochromis flaviijosephi,Jordan Mouthbrooder,N,FISHES,EN,VU,2013,2014
Hemigrammocapoeta caudomaculata,Asi Golden Barb,N,FISHES,DD,LC,2013,2014
Hemigrammocapoeta culiciphaga,Red Stripe Barb,N,FISHES,DD,LC,2013,2014
Hemigrammocapoeta kemali,Tuz Golden Barb,N,FISHES,CR,EN,2013,2014
Hemigrammocapoeta nana,Damascus Garra,N,FISHES,VU,NT,2013,2014
Hemitremia flammea,Flame Chub,N,FISHES,DD,NT,2013,2014
Hypomesus transpacificus,Delta Smelt,G,FISHES,EN,CR,2013,2014
Knipowitschia mermere,Gediz Dwarf Goby,N,FISHES,CR,VU,2013,2014
Ladigesocypris irideus,Anatolian Ghizani,N,FISHES,DD,NT,2013,2014
Lepidomeda vittata,Little Colorado Spinedace,N,FISHES,VU,EN,2013,2014
Luciobarbus longiceps,Jordan Barbel,G,FISHES,VU,EN,2013,2014
Lythrurus snelsoni,Ouachita Mountain Shiner,N,FISHES,VU,LC,2013,2014
Macrhybopsis gelida,Sturgeon Chub,N,FISHES,VU,LC,2013,2014
Macrhybopsis meeki,Sicklefin Chub,N,FISHES,LR/nt,LC,2013,2014
Microlipophrys adriaticus,,N,FISHES,DD,LC,2013,2014
Microlipophrys dalmatinus,,N,FISHES,DD,LC,2013,2014
Micropterus treculii,Guadalupe Bass,N,FISHES,DD,NT,2013,2014
Millerigobius macrocephalus,,N,FISHES,DD,LC,2013,2014
Moxostoma hubbsi,Copper Redhorse,N,FISHES,VU,EN,2013,2014
Neochanna apoda,Brown Mudfish,N,FISHES,VU,EN,2013,2014
Neochanna burrowsius,Canterbury Mudfish,N,FISHES,VU,CR,2013,2014
Neochanna diversus,Black Mudfish,N,FISHES,DD,EN,2013,2014
Neochanna rekohua,Chatham Mudfish,N,FISHES,VU,LC,2013,2014
Notropis anogenus,Pugnose Shiner,N,FISHES,NT,LC,2013,2014
Notropis bifrenatus,Bridle Shiner,N,FISHES,NT,LC,2013,2014
Notropis jemezanus,Rio Grande Shiner,N,FISHES,DD,LC,2013,2014
Notropis topeka,Topeka Shiner,N,FISHES,NT,LC,2013,2014
Noturus furiosus,Carolina Madtom,N,FISHES,DD,NT,2013,2014
Odondebuenia balearica,Coralline Goby,N,FISHES,DD,LC,2013,2014
Opeatogenys gracilis,,N,FISHES,VU,LC,2013,2014
Oxynoemacheilus angorae,Sakarya Loach,N,FISHES,DD,LC,2013,2014
Oxynoemacheilus galilaeus,Galilean Loach,N,FISHES,DD,CR,2013,2014
Oxynoemacheilus insignis,Palestine Loach,N,FISHES,DD,NT,2013,2014
Oxynoemacheilus leontinae,Lebanese Loach,N,FISHES,DD,LC,2013,2014
Oxynoemacheilus seyhanensis,Samanti Loach,N,FISHES,EN,CR,2013,2014
Pagrus auratus,Snapper,N,FISHES,DD,LC,2013,2014
Pagrus pagrus,Red Porgy,N,FISHES,EN,LC,2013,2014
Parablennius zvonimiri,Zvonimir's Blenny,N,FISHES,DD,LC,2013,2014
Percina lenticula,Freckled Darter,N,FISHES,VU,NT,2013,2014
Percina nasuta,Longnose Darter,N,FISHES,LR/nt,LC,2013,2014
Percina pantherina,Leopard Darter,N,FISHES,VU,EN,2013,2014
Petroleuciscus smyrnaeus,Smyrna Chub,N,FISHES,DD,LC,2013,2014
Pomatoschistus bathi,,N,FISHES,DD,LC,2013,2014
Pomatoschistus knerii,Kner's Goby,N,FISHES,DD,LC,2013,2014
Protemblemaria punctata,,N,FISHES,VU,DD,2013,2014
Pseudophoxinus antalyae,Antalya Spring Minnow,N,FISHES,DD,VU,2013,2014
Pseudophoxinus battalgili,Tuz Lake Spring Minnow,N,FISHES,EN,LC,2013,2014
Pseudophoxinus egridiri,Yag Baligi,N,FISHES,CR,EN,2013,2014
Pseudophoxinus handlirschi,E_irdir Minnow,N,FISHES,CR(PE),EX,2013,2014
Pseudophoxinus maeandri,Apamean Spring Minnow,N,FISHES,DD,EN,2013,2014
Pseudophoxinus maeandricus,Sand<f5>kl<f5> Spring Minnow,N,FISHES,DD,CR,2013,2014
Pseudophoxinus zeregi,Levantine Spring Minnow,N,FISHES,CR(PE),LC,2013,2014
Pteronotropis hubbsi,Bluehead Shiner,N,FISHES,DD,NT,2013,2014
Relictus solitarius,Relict Dace,N,FISHES,EN,NT,2013,2014
Sabanejewia aurata,Golden Spined Loach,N,FISHES,DD,LC,2013,2014
Scardinius elmaliensis,Elmal<f5> Rudd,N,FISHES,DD,EN,2013,2014
Seminemacheilus lendlii,Northern Pond Loach,N,FISHES,DD,VU,2013,2014
Siphateles alvordensis,Alvord Chub,N,FISHES,VU,NT,2013,2014
Speleogobius trigloides,Grotto Goby,N,FISHES,DD,LC,2013,2014
Squalius anatolicus,Central Anatolian Pike Chub,N,FISHES,EN,LC,2013,2014
Squalius cephaloides,Thick Lipped Chub,N,FISHES,DD,VU,2013,2014
Takifugu niphobles,Grass Puffer,N,FISHES,DD,LC,2013,2014
Takifugu poecilonotus,Finepatterned Puffer,N,FISHES,DD,LC,2013,2014
Takifugu xanthopterus,Yellowfin Puffer,N,FISHES,DD,LC,2013,2014
Thoburnia atripinnis,Blackfin Sucker,N,FISHES,LR/lc,NT,2013,2014
Thunnus orientalis,Pacific Bluefin Tuna,N,FISHES,LC,VU,2013,2014
Torquigener brevipinnis,Yellow-stripe Toadfish,N,FISHES,DD,LC,2013,2014
Tristramella sacra,Long Jaw Tristramella,N,FISHES,CR(PE),EX,2013,2014
Tristramella simonis,Short Jaw Tristramella,N,FISHES,LC,VU,2013,2014
Turcinoemacheilus kosswigi,Zagroz Dwarf Loach,N,FISHES,DD,LC,2013,2014
Typhlichthys subterraneus,Southern Cavefish,N,FISHES,VU,NT,2013,2014
Typhlogarra widdowsoni,Haditha Cave Garra,G,FISHES,VU,CR,2013,2014
Zosterisessor ophiocephalus,Grass Goby,N,FISHES,DD,LC,2013,2014
Bythinella occasiuncula,,N,MOLLUSCS,NT,VU,2013,2014
Cucumerunio novaehollandiae,Australian River Mussel,N,MOLLUSCS,DD,LC,2013,2014
Graecoanatolica lacustristurca,,N,MOLLUSCS,VU,EN,2013,2014
Graecoanatolica pamphylica,,N,MOLLUSCS,VU,EN,2013,2014
Hyridella narracanensis,Southern River Mussel,N,MOLLUSCS,DD,NT,2013,2014
Melanopsis pachya,,N,MOLLUSCS,DD,CR(PE),2013,2014
Plectostoma retrovertens,,G,MOLLUSCS,VU,CR(PE),2013,2014
Plectostoma sciaphilum,,N,MOLLUSCS,CR(PE),EX,2013,2014
Plethobasus cyphyus,Sheepnose,N,MOLLUSCS,LR/nt,EN,2013,2014
Sculptiferussacia clausiliaeformis,,G,MOLLUSCS,VU,EN,2013,2014
Theodoxus anatolicus,,N,MOLLUSCS,LC,NT,2013,2014
Unio mancus,,N,MOLLUSCS,LC,NT,2013,2014
Valvata saulcyi,,N,MOLLUSCS,NT,LC,2013,2014
Westralunio carteri,Carter's Freshwater Mussel,N,MOLLUSCS,LC,VU,2013,2014
Allopentarthrum elumbe,,N,BEETLES,EX,LC,2013,2014
Cicindela columbica,Columbia River Tiger Beetle,N,BEETLES,VU,EN,2013,2014
Cicindela marginipennis,Cobblestone Tiger Beetle,N,BEETLES,LR/nt,VU,2013,2014
Dryotribus mimeticus,,N,BEETLES,EX,LC,2013,2014
Gymnopholus lichenifer,Lichen Weevil,N,BEETLES,VU,EN,2013,2014
