species,common_name,reason_for_change,class,previous_category,current_category,previous_year,current_year
Silene biafrae,,N,OTHER FLOWERING PLANTS,VU,NT,2014,2015
Warneckea wildeana,,N,OTHER FLOWERING PLANTS,VU,EN,2014,2015
Abrocoma shistacea,Sierra Del Tontal Chinchilla Rat,N,MAMMALS,DD,LC,2015,2016
Abrothrix illutea,Gray Akodont,N,MAMMALS,NT,LC,2015,2016
Acerodon celebensis,Sulawesi Fruit Bat,N,MAMMALS,LC,VU,2015,2016
Aeromys thomasi,Thomas's Flying Squirrel,N,MAMMALS,DD,LC,2015,2016
Ailuropoda melanoleuca,Giant Panda,G,MAMMALS,EN,VU,2015,2016
Alticola olchonensis,Olkhon Mountain Vole,N,MAMMALS,DD,EN,2015,2016
Anoura cultrata,Handley's Tailless Bat ,N,MAMMALS,NT,LC,2015,2016
Antechinus bellus,Fawn Antechinus,G,MAMMALS,LC,VU,2015,2016
Apodemus gurkha,Nepalese Field Mouse,N,MAMMALS,EN,LC,2015,2016
Apomys abrae,Luzon Cordillera Apomys,N,MAMMALS,DD,LC,2015,2016
Apomys gracilirostris,Large Mondoro Apomys,N,MAMMALS,DD,LC,2015,2016
Apomys sacobianus,Long-nosed Luzon Apomys,N,MAMMALS,DD,LC,2015,2016
Arctonyx collaris,Greater Hog Badger,N,MAMMALS,NT,VU,2015,2016
Arielulus cuprosus,Coppery Sprite,N,MAMMALS,DD,VU,2015,2016
Brachytarsomys villosa,Hairy-tailed Tree Rat,N,MAMMALS,EN,VU,2015,2016
Callosciurus adamsi,Ear-spot Squirrel,N,MAMMALS,VU,NT,2015,2016
Cephalophus dorsalis,Bay Duiker,G,MAMMALS,LC,NT,2015,2016
Cephalophus leucogaster,White-bellied Duiker,G,MAMMALS,LC,NT,2015,2016
Cephalophus silvicultor,Yellow-backed Duiker,G,MAMMALS,LC,NT,2015,2016
Cercocebus atys,Sooty Mangabey,N,MAMMALS,VU,NT,2015,2016
Chacodelphys formosa, ,N,MAMMALS,VU,NT,2015,2016
Chinchilla chinchilla,Short-tailed Chinchilla,N,MAMMALS,CR,EN,2015,2016
Chinchilla lanigera,Long-tailed Chinchilla,N,MAMMALS,CR,EN,2015,2016
Chiroderma improvisum,Guadeloupean Big-eared Bat,N,MAMMALS,VU,EN,2015,2016
Chiropodomys karlkoopmani,Koopman's Pencil-tailed Tree Mouse,N,MAMMALS,EN,VU,2015,2016
Chrotogale owstoni,Owston's Civet,N,MAMMALS,VU,EN,2015,2016
Conilurus penicillatus,Brush-tailed Rabbit-rat,G,MAMMALS,NT,VU,2015,2016
Crocidura baileyi,Bailey's Shrew,N,MAMMALS,EN,LC,2015,2016
Crocidura baluensis,Kinabalu Shrew,N,MAMMALS,VU,LC,2015,2016
Crocidura douceti,Doucet's Musk Shrew,N,MAMMALS,DD,LC,2015,2016
Crocidura fumosa,Smoky White-toothed Shrew,N,MAMMALS,VU,LC,2015,2016
Crocidura glassi,Glass's Shrew,N,MAMMALS,VU,NT,2015,2016
Crocidura kivuana,Kivu Shrew,N,MAMMALS,VU,NT,2015,2016
Crocidura lanosa,Lemara Shrew,N,MAMMALS,EN,VU,2015,2016
Crocidura macmillani,Macmillan's Shrew,N,MAMMALS,VU,NT,2015,2016
Crocidura orientalis,Oriental Shrew,N,MAMMALS,VU,LC,2015,2016
Crocidura telfordi,Telford's Shrew,N,MAMMALS,EN,VU,2015,2016
Crocidura virgata, ,N,MAMMALS,DD,LC,2015,2016
Cryptotis obscura,Grizzled Mexican Small-eared Shrew,N,MAMMALS,VU,LC,2015,2016
Cuscomys oblativa,Machu Picchu Arboreal Chinchilla Rat,N,MAMMALS,EX,DD,2015,2016
Dasycercus cristicauda,Crest-tailed Mulgara,N,MAMMALS,LC,NT,2015,2016
Dasyurus viverrinus,Eastern Quoll,G,MAMMALS,NT,EN,2015,2016
Dendrolagus lumholtzi,Lumholtz's Tree Kangaroo,N,MAMMALS,LC,NT,2015,2016
Dendrolagus spadix,Lowlands Tree Kangaroo,G,MAMMALS,LC,VU,2015,2016
Dendromus oreas,Cameroon Climbing Mouse,N,MAMMALS,VU,LC,2015,2016
Desmana moschata,Russian Desman,G,MAMMALS,VU,EN,2015,2016
Desmomys yaldeni,Yalden's Desmomys,N,MAMMALS,EN,VU,2015,2016
Eliurus danieli,Daniel's Tuft-tailed Rat,N,MAMMALS,DD,LC,2015,2016
Eliurus petteri,Petter's Tuft-tailed Rat,N,MAMMALS,VU,EN,2015,2016
Eptesicus diminutus,Diminutive Serotine,N,MAMMALS,DD,LC,2015,2016
Eptesicus guadeloupensis,Guadeloupe Big Brown Bat,N,MAMMALS,VU,EN,2015,2016
Equus quagga,Plains Zebra,G,MAMMALS,LC,NT,2015,2016
Eudiscopus denticulus,Disk-footed Bat,N,MAMMALS,DD,LC,2015,2016
Eumops floridanus,Florida Bonneted Bat,N,MAMMALS,CR,VU,2015,2016
Eupleres goudotii,Eastern Falanouc,G,MAMMALS,EN,VU,2015,2016
Felis margarita,Sand Cat,N,MAMMALS,NT,LC,2015,2016
Galidictis fasciata,Broad-striped Vontsira,G,MAMMALS,NT,VU,2015,2016
Gazella cuvieri,Cuvier's Gazelle,N,MAMMALS,EN,VU,2015,2016
Genetta abyssinica,Ethiopian Genet,N,MAMMALS,LC,DD,2015,2016
Genetta johnstoni,Johnston's Genet,N,MAMMALS,VU,NT,2015,2016
Giraffa camelopardalis,Giraffe,G,MAMMALS,LC,VU,2015,2016
Gorilla beringei,Eastern Gorilla,G,MAMMALS,EN,CR,2015,2016
Gracilinanus dryas,Wood Sprite Gracile Mouse Opossum,N,MAMMALS,NT,LC,2015,2016
Gymnobelideus leadbeateri,Leadbeater's Possum,G,MAMMALS,EN,CR,2015,2016
Herpestes brachyurus,Short-tailed Mongoose,N,MAMMALS,LC,NT,2015,2016
Hipposideros coxi,Cox's Leaf-nosed Bat,N,MAMMALS,DD,EN,2015,2016
Hipposideros durgadasi,Durga Das's Leaf-nosed Bat,N,MAMMALS,EN,VU,2015,2016
Hipposideros grandis,Grand Leaf-nosed Bat,N,MAMMALS,DD,LC,2015,2016
Hipposideros halophyllus,Thailand Leaf-nosed Bat,N,MAMMALS,EN,VU,2015,2016
Hipposideros hypophyllus,Kolar Leaf-nosed Bat,G,MAMMALS,EN,CR,2015,2016
Hipposideros orbiculus,Orbiculus Leaf-nosed Bat,N,MAMMALS,EN,VU,2015,2016
Histriophoca fasciata,Ribbon Seal,N,MAMMALS,DD,LC,2015,2016
Lagostrophus fasciatus,Banded Hare Wallaby,N,MAMMALS,EN,VU,2015,2016
Laonastes aenigmamus,Kha-nyou,N,MAMMALS,EN,LC,2015,2016
Lasiorhinus latifrons,Southern Hairy-nosed Wombat,N,MAMMALS,LC,NT,2015,2016
Leopoldamys neilli,Neill's Leopoldamys,N,MAMMALS,DD,LC,2015,2016
Leopoldamys siporanus,Mentawai Archipelago Leopoldamys,N,MAMMALS,EN,VU,2015,2016
Leporillus apicalis,Lesser Stick-nest Rat,N,MAMMALS,CR,EX,2015,2016
Leporillus conditor,Greater Stick-nest Rat,G,MAMMALS,VU,NT,2015,2016
Leptonycteris yerbabuenae,Lesser Long-nosed Bat,N,MAMMALS,VU,NT,2015,2016
Lepus hainanus,Hainan Hare,N,MAMMALS,VU,EN,2015,2016
Lonchophylla bokermanni,Bokermann's Nectar Bat,N,MAMMALS,DD,EN,2015,2016
Lonchophylla concava, ,N,MAMMALS,NT,LC,2015,2016
Lonchophylla dekeyseri,Dekeyser's Nectar Bat,N,MAMMALS,NT,EN,2015,2016
Lonchophylla mordax,Goldman's Nectar Bat,N,MAMMALS,LC,NT,2015,2016
Lonchorhina marinkellei,Marinkelle's Sword-nosed Bat,N,MAMMALS,EN,VU,2015,2016
Lophuromys eisentrauti, ,N,MAMMALS,EN,CR,2015,2016
Lophuromys rahmi,Rahm's Brush-furred Rat,N,MAMMALS,EN,NT,2015,2016
Lycalopex fulvipes,Darwin's Fox,N,MAMMALS,CR,EN,2015,2016
Lyncodon patagonicus,Patagonian Weasel,N,MAMMALS,DD,LC,2015,2016
Mastomys awashensis,Awash Multimammate Mouse,N,MAMMALS,VU,LC,2015,2016
Maxomys pagensis,Mentawai Archipelago Maxomys,N,MAMMALS,EN,VU,2015,2016
Melogale orientalis,Javan Ferret Badger,N,MAMMALS,DD,LC,2015,2016
Melogale personata,Large-toothed Ferret Badger,N,MAMMALS,DD,LC,2015,2016
Melomys rubicola,Bramble Cay Melomys,G,MAMMALS,CR,EX,2015,2016
Mesembriomys gouldii,Black-footed Tree-rat,G,MAMMALS,NT,VU,2015,2016
Micropotamogale lamottei,Nimba Otter Shrew,N,MAMMALS,EN,NT,2015,2016
Micropotamogale ruwenzorii,Rwenzori Otter Shrew,N,MAMMALS,NT,LC,2015,2016
Microtus kermanensis,Baluchistan Vole,N,MAMMALS,EN,DD,2015,2016
Microtus qazvinensis, ,N,MAMMALS,DD,LC,2015,2016
Microtus schelkovnikovi,Schelkovnikov's Pine Vole,N,MAMMALS,NT,LC,2015,2016
Mogera uchidai,Senkaku Mole,N,MAMMALS,DD,VU,2015,2016
Molossops aequatorianus,Equatorial Dog-faced Bat,N,MAMMALS,VU,EN,2015,2016
Monodelphis handleyi,Handley's Short-tailed Opossum,N,MAMMALS,NT,DD,2015,2016
Muntiacus atherodes,Bornean Yellow Muntjac,G,MAMMALS,LC,NT,2015,2016
Muntiacus vuquangensis,Large-antlered Muntjac,G,MAMMALS,EN,CR,2015,2016
Murexia rothschildi,Broad-striped Dasyure,N,MAMMALS,VU,NT,2015,2016
Murina harrisoni,Harrison's Murine Bat,N,MAMMALS,DD,LC,2015,2016
Murina leucogaster,Rufous Tube-nosed Bat,N,MAMMALS,DD,LC,2015,2016
Mus fragilicauda,Sheath-tailed Mouse,N,MAMMALS,DD,LC,2015,2016
Mus vulcani,Javan Shrew-like Mouse,N,MAMMALS,VU,LC,2015,2016
Mustela itatsi,Japanese Weasel,N,MAMMALS,LC,NT,2015,2016
Mustela lutreolina,Indonesian Mountain Weasel,N,MAMMALS,DD,LC,2015,2016
Myonycteris relicta,East African Little Collared fruit Bat,N,MAMMALS,VU,LC,2015,2016
Myosorex okuensis,Oku Mouse Shrew,N,MAMMALS,EN,VU,2015,2016
Myosorex zinki,Kilimanjaro Moouse Shrew,N,MAMMALS,VU,LC,2015,2016
Myotis atacamensis,Atacama Myotis,N,MAMMALS,NT,EN,2015,2016
Myotis martiniquensis,Schwartz's Myotis,N,MAMMALS,VU,NT,2015,2016
Myotis punicus,Maghreb Mouse-eared Bat,N,MAMMALS,NT,DD,2015,2016
Myotis sodalis,Indiana Bat,N,MAMMALS,EN,NT,2015,2016
Nasuella olivacea,Western Mountain Coati,N,MAMMALS,DD,NT,2015,2016
Natalus primus,Cuban Greater Funnel-eared Bat,N,MAMMALS,CR,VU,2015,2016
Neonycteris pusilla,Least Big-eared Bat,N,MAMMALS,VU,DD,2015,2016
Niviventer hinpoon,Limestone Niviventer,N,MAMMALS,DD,EN,2015,2016
Notomys cervinus,Fawn Hopping-mouse,G,MAMMALS,VU,NT,2015,2016
Notoryctes caurinus,Kakarratul,N,MAMMALS,DD,LC,2015,2016
Notoryctes typhlops,Itjaritjari,N,MAMMALS,DD,LC,2015,2016
Nyctalus azoreum,Azorean Bat,N,MAMMALS,EN,VU,2015,2016
Nyctalus lasiopterus,Giant Noctule,G,MAMMALS,NT,VU,2015,2016
Ochotona argentata,Silver Pika,N,MAMMALS,CR,EN,2015,2016
Odobenus rosmarus,Walrus,N,MAMMALS,DD,VU,2015,2016
Onychogalea fraenata,Bridled Nailtail Wallaby,G,MAMMALS,EN,VU,2015,2016
Ornithorhynchus anatinus,Platypus,G,MAMMALS,LC,NT,2015,2016
Palawanomys furvus,Palawan Mountain Rat,N,MAMMALS,DD,LC,2015,2016
Panthera pardus,Leopard,N,MAMMALS,NT,VU,2015,2016
Pantholops hodgsonii,Tibetan Antelope,G,MAMMALS,EN,NT,2015,2016
Paradoxurus zeylonensis,Golden Palm Civet,N,MAMMALS,VU,LC,2015,2016
Pelomys isseli,Issel's Groove-toothed Swamp Rat,N,MAMMALS,DD,NT,2015,2016
Perameles bougainville,Western Barred Bandicoot,N,MAMMALS,EN,VU,2015,2016
Perameles gunnii,Eastern Barred Bandicoot,G,MAMMALS,NT,VU,2015,2016
Petauroides volans,Greater Glider,G,MAMMALS,LC,VU,2015,2016
Petaurus australis,Yellow-bellied Glider,G,MAMMALS,LC,NT,2015,2016
Petinomys fuscocapillus,,N,MAMMALS,NT,LC,2015,2016
Petinomys lugens,Siberut Flying Squirrel,N,MAMMALS,EN,VU,2015,2016
Petrogale concinna,Nabarlek,N,MAMMALS,DD,EN,2015,2016
Petrogale godmani,Godman's Rock Wallaby,G,MAMMALS,LC,NT,2015,2016
Petrogale lateralis,Black-footed Rock Wallaby,G,MAMMALS,NT,VU,2015,2016
Petrogale mareeba,Mareeba Rock Wallaby,G,MAMMALS,LC,NT,2015,2016
Petrogale penicillata,Brush-tailed Rock Wallaby,N,MAMMALS,NT,VU,2015,2016
Petrogale purpureicollis,Purple-necked Rock Wallaby,G,MAMMALS,LC,NT,2015,2016
Petrogale sharmani,Mount Claro Rock Wallaby,N,MAMMALS,NT,VU,2015,2016
Phascolarctos cinereus,Koala,G,MAMMALS,LC,VU,2015,2016
Phoca largha,Spotted Seal,N,MAMMALS,DD,LC,2015,2016
Pipistrellus maderensis,Madeira Pipistrelle,N,MAMMALS,EN,VU,2015,2016
Platyrrhinus ismaeli, ,N,MAMMALS,VU,NT,2015,2016
Plecotus teneriffae,Canary Big-eared Bat,N,MAMMALS,EN,VU,2015,2016
Pongo pygmaeus,Bornean Orangutan,G,MAMMALS,EN,CR,2015,2016
Potorous longipes,Long-footed Potoroo,N,MAMMALS,EN,VU,2015,2016
Potorous tridactylus,Long-nosed Potoroo,N,MAMMALS,LC,NT,2015,2016
Praomys hartwigi,Hartwig's Soft-furred Mouse,N,MAMMALS,EN,VU,2015,2016
Praomys minor,Least Soft-furred Mouse,N,MAMMALS,DD,LC,2015,2016
Praomys mutoni,Riverine Soft-furred Mouse,N,MAMMALS,DD,NT,2015,2016
Prionailurus rubiginosus,Rusty-spotted Cat,N,MAMMALS,VU,NT,2015,2016
Prionailurus viverrinus,Fishing Cat ,N,MAMMALS,EN,VU,2015,2016
Proechimys decumanus,Pacific Spiny Rat ,N,MAMMALS,VU,NT,2015,2016
Pseudantechinus bilarni,Sandstone Antechinus,N,MAMMALS,NT,LC,2015,2016
Pseudantechinus mimulus,Carpentarian Antechinus,N,MAMMALS,EN,NT,2015,2016
Pseudochirulus cinereus,Daintree River Ringtail Possum,N,MAMMALS,LC,NT,2015,2016
Pseudomys fumeus,Smoky Mouse,N,MAMMALS,EN,VU,2015,2016
Pteronotus paraguanensis, ,N,MAMMALS,CR,EN,2015,2016
Pteropus caniceps,North Moluccan Flying Fox,G,MAMMALS,NT,VU,2015,2016
Pteropus chrysoproctus,Mollocan Flying Fox,N,MAMMALS,NT,VU,2015,2016
Pteropus livingstonii,Livingstone's Flying Fox,G,MAMMALS,EN,CR,2015,2016
Pteropus pohlei,Geelvink Bay Flying Fox,N,MAMMALS,EN,VU,2015,2016
Pudu puda,Southern Pudu,N,MAMMALS,VU,NT,2015,2016
Rangifer tarandus,Reindeer,N,MAMMALS,LC,VU,2015,2016
Rattus giluwensis,Giluwe Rat,N,MAMMALS,DD,LC,2015,2016
Rattus lugens,Mentawai Archipelago Rat,N,MAMMALS,EN,VU,2015,2016
Rattus xanthurus,Northeastern Xanthurus Rat,N,MAMMALS,VU,NT,2015,2016
Rhinolophus madurensis,Madura Horseshoe Bat,N,MAMMALS,EN,VU,2015,2016
Rhinolophus montanus,Timorese Horseshoe Bat,N,MAMMALS,DD,EN,2015,2016
Rhynchocyon petersi,Black and Rufous Sengi,N,MAMMALS,VU,LC,2015,2016
Rhynchomys banahao, ,N,MAMMALS,DD,LC,2015,2016
Saccopteryx antioquensis,Antioquian Sac-winged Bat,N,MAMMALS,DD,EN,2015,2016
Salpingotus crassicauda,Thick-tailed Pygmy Jerboa,N,MAMMALS,DD,LC,2015,2016
Scleronycteris ega,Ega Long-tongued Bat,N,MAMMALS,LC,DD,2015,2016
Sminthopsis bindi,Kakadu Dunnart,N,MAMMALS,LC,NT,2015,2016
Sminthopsis leucopus,White-footed Dunnart,N,MAMMALS,VU,LC,2015,2016
Sminthopsis psammophila,Sandhill Dunnart,N,MAMMALS,EN,VU,2015,2016
Spalax giganteus,Giant Mole Rat,N,MAMMALS,VU,LC,2015,2016
Spilogale putorius,Eastern Spotted Skunk,N,MAMMALS,LC,VU,2015,2016
Stenoderma rufum,Red Fruit Bat,N,MAMMALS,VU,NT,2015,2016
Sturnira aratathomasi,Aratathomas's Yellow-shouldered Bat,N,MAMMALS,NT,LC,2015,2016
Sturnira oporaphilum,Tschudi's Yellow-shouldered Bat,N,MAMMALS,NT,LC,2015,2016
Suncus aequatorius, ,N,MAMMALS,CR,EN,2015,2016
Suncus malayanus,Malayan Pygmy Shrew,N,MAMMALS,DD,LC,2015,2016
Sundasciurus fraterculus,Fraternal Squirrel,N,MAMMALS,EN,VU,2015,2016
Surdisorex norae,Aberdare Mole Shrew,N,MAMMALS,VU,LC,2015,2016
Surdisorex polulus,Mt. Kenya Mole Shrew,N,MAMMALS,VU,DD,2015,2016
Sus bucculentus,Indo-chinese Warty Pig,N,MAMMALS,DD,EX,2015,2016
Sus oliveri,Oliver's Warty Pig,N,MAMMALS,EN,VU,2015,2016
Syconycteris hobbit,Moss-forest Blossom Bat,N,MAMMALS,VU,LC,2015,2016
Sylvilagus cognatus,Manzano Mountain Cottontail,N,MAMMALS,DD,EN,2015,2016
Sylvilagus dicei,Dice's Cottontail,N,MAMMALS,DD,VU,2015,2016
Sylvisorex howelli,Howell's Forest Shrew,N,MAMMALS,EN,LC,2015,2016
Taeromys arcuatus,Southeastern Mountain Taeromys,N,MAMMALS,DD,LC,2015,2016
Taeromys taerae,Northeastern Mountain Taeromys,N,MAMMALS,DD,VU,2015,2016
Thamnomys venustus,Charming Thicket Rat,N,MAMMALS,VU,LC,2015,2016
Thylamys fenestrae, ,G,MAMMALS,LC,NT,2015,2016
Thylamys velutinus,Dwarf Fat-tailed Mouse Opossum,G,MAMMALS,LC,NT,2015,2016
Tomopeas ravus,Blunt-eared Bat,N,MAMMALS,VU,EN,2015,2016
Trinomys eliasi, ,N,MAMMALS,EN,NT,2015,2016
Urocitellus brunneus,Idaho Ground Squirrel,N,MAMMALS,EN,VU,2015,2016
Uromys hadrourus,Pygmy White-tailed Rat,N,MAMMALS,VU,NT,2015,2016
Viverra megaspila,Large-Spotted Civet,N,MAMMALS,VU,EN,2015,2016
Viverra zibetha,Large Indian Civet,N,MAMMALS,NT,LC,2015,2016
Volemys millicens,Sichuan Vole ,N,MAMMALS,DD,NT,2015,2016
Wyulda squamicaudata,Scaly-tailed Possum,N,MAMMALS,DD,NT,2015,2016
Xerospermophilus mohavensis,Mohave Ground Squirrel,N,MAMMALS,VU,NT,2015,2016
Zaglossus bartoni,Eastern Long-beaked Echidna,N,MAMMALS,CR,VU,2015,2016
Acrocephalus luscinius,Guam Reed-warbler,N,BIRDS,CR,EX,2015,2016
Amaurospiza moesta,Blue Seedeater,N,BIRDS,NT,LC,2015,2016
Ardenna carneipes,Flesh-footed Shearwater,N,BIRDS,LC,NT,2015,2016
Callaeas cinereus,South Island Kokako,N,BIRDS,EN,CR,2015,2016
Calyptophilus frugivorus,Eastern Chat-tanager,N,BIRDS,VU,NT,2015,2016
Charadrius sanctaehelenae,St Helena Plover,G,BIRDS,CR,VU,2015,2016
Chloropsis cochinchinensis,Javan Leafbird,N,BIRDS,LC,NT,2015,2016
Chloropsis media,Sumatran Leafbird,N,BIRDS,LC,VU,2015,2016
Chloropsis sonnerati,Greater Green Leafbird,G,BIRDS,LC,VU,2015,2016
Cichlopsis leucogenys,Rufous-brown Solitaire,N,BIRDS,LC,EN,2015,2016
Cinclodes antarcticus,Blackish Cinclodes,N,BIRDS,LC,NT,2015,2016
Circus macrosceles,Madagascar Marsh-harrier,N,BIRDS,VU,EN,2015,2016
Cyanoramphus forbesi,Chatham Parakeet,G,BIRDS,EN,VU,2015,2016
Cyornis herioti,Blue-breasted Blue-flycatcher,N,BIRDS,LC,NT,2015,2016
Deconychura longicauda,Northern Long-tailed Woodcreeper,N,BIRDS,NT,LC,2015,2016
Drymophila caudata,East Andean Antbird,N,BIRDS,LC,NT,2015,2016
Emberiza rustica,Rustic Bunting,G,BIRDS,LC,VU,2015,2016
Erythrura cyaneovirens,Red-headed Parrotfinch,N,BIRDS,LC,NT,2015,2016
Eurylaimus javanicus,Javan Broadbill,N,BIRDS,LC,NT,2015,2016
Ficedula dumetoria,Rufous-chested Flycatcher,N,BIRDS,NT,LC,2015,2016
Formicivora grantsaui,Sincora Antwren,N,BIRDS,NT,EN,2015,2016
Garrulax bicolor,Black-and-white Laughingthrush,G,BIRDS,VU,EN,2015,2016
Garrulax rufifrons,Rufous-fronted Laughingthrush,G,BIRDS,EN,CR,2015,2016
Geospiza conirostris,Espanola Cactus-finch,N,BIRDS,LC,VU,2015,2016
Graminicola bengalensis,Indian Grass-babbler,N,BIRDS,NT,LC,2015,2016
Hemignathus lucidus,Oahu Nukupuu,N,BIRDS,CR,EX,2015,2016
Hydrobates leucorhous,Leach's Storm-petrel,G,BIRDS,LC,VU,2015,2016
Hypsipetes parvirostris,Grand Comoro Black Bulbul,N,BIRDS,LC,VU,2015,2016
Icterus oberi,Montserrat Oriole,G,BIRDS,CR,VU,2015,2016
Iodopleura pipra,Buff-throated Purpletuft,N,BIRDS,NT,EN,2015,2016
Laniisoma elegans,Elegant Mourner,N,BIRDS,LC,NT,2015,2016
Megalurulus whitneyi,Santo Thicketbird,N,BIRDS,NT,LC,2015,2016
Myiagra azureocapilla,Azure-crested Flycatcher,N,BIRDS,LC,NT,2015,2016
Myiagra hebetior,Mussau Flycatcher,N,BIRDS,LC,VU,2015,2016
Myrmornis torquata,Southern Wing-banded Antbird,N,BIRDS,NT,LC,2015,2016
Petroica multicolor,Norfolk Robin,N,BIRDS,LC,EN,2015,2016
Phyllanthus atripennis,Grey-hooded Capuchin Babbler,N,BIRDS,LC,NT,2015,2016
Phyllastrephus leucolepis,Liberian Greebul,N,BIRDS,CR,DD,2015,2016
Platysmurus leucopterus,Malay Black Magpie,N,BIRDS,NT,LC,2015,2016
Premnoplex tatei,White-throated Barbtail,N,BIRDS,VU,EN,2015,2016
Psittacus erithacus,Grey Parrot,N,BIRDS,VU,EN,2015,2016
Psittacus timneh,Timneh Parrot,N,BIRDS,VU,EN,2015,2016
Pycnonotus bimaculatus,Orange-spotted Bulbul,N,BIRDS,LC,NT,2015,2016
Pycnonotus zeylanicus,Straw-headed Bulbul,G,BIRDS,VU,EN,2015,2016
Pygoscelis adeliae,Ad<8e>lie Penguin,G,BIRDS,NT,LC,2015,2016
Pygoscelis papua,Gentoo Penguin,G,BIRDS,NT,LC,2015,2016
Pyrrhula murina,Azores Bullfinch,G,BIRDS,EN,VU,2015,2016
Rhipidura cockerelli,White-winged Fantail,N,BIRDS,NT,LC,2015,2016
Scytalopus diamantinensis,Diamantina Tapaculo,N,BIRDS,NT,EN,2015,2016
Sternula balaenarum,Damara Tern,G,BIRDS,NT,VU,2015,2016
Tangara cyanoptera,Azure-shouldered Tanager,N,BIRDS,LC,NT,2015,2016
Terenura sicki,Orange-bellied Antwren,G,BIRDS,EN,CR,2015,2016
Touit melanonotus,Brown-backed Parrotlet,N,BIRDS,EN,VU,2015,2016
Trichoglossus forsteni,Scarlet-breasted Lorikeet,N,BIRDS,NT,VU,2015,2016
Urocissa whiteheadi,Hainan Magpie,N,BIRDS,LC,EN,2015,2016
Xenicus gilviventris,New Zealand Rockwren,N,BIRDS,VU,EN,2015,2016
Zoothera talaseae,New Britain Thrush,N,BIRDS,NT,LC,2015,2016
Zosterops conspicillatus,Bridled White-eye,N,BIRDS,EN,EX,2015,2016
Zosterops flavus,Javan White-eye,G,BIRDS,NT,VU,2015,2016
Zosterops modestus,Seychelles White-eye,G,BIRDS,EN,VU,2015,2016
Acanthochelys pallidipectoris,Chaco Side-necked Turtle,G,REPTILES,VU,EN,2015,2016
Alsophis rufiventris,Orange-bellied Racer,N,REPTILES,EN,VU,2015,2016
Ameiva corax,Censky's Ameiva,N,REPTILES,VU,EN,2015,2016
Ameiva corvina,Sombrero Ameiva,G,REPTILES,VU,CR,2015,2016
Ameiva major,Martinique Ameiva,N,REPTILES,EX,DD,2015,2016
Ameiva maynardii,Inagua Ameiva,N,REPTILES,VU,LC,2015,2016
Ameiva polops,St. Croiz Ameiva,N,REPTILES,CR,EN,2015,2016
Amphisbaena gracilis,Slender Worm Lizard,N,REPTILES,DD,LC,2015,2016
Amphisbaena hyporissor,Puerto Rican Dusky Amphisbaena,N,REPTILES,NT,EN,2015,2016
Amphisbaena schmidti,Tiburon Stout Anole,N,REPTILES,NT,LC,2015,2016
Anadia bitaeniata,Two-banded Anadia,N,REPTILES,DD,LC,2015,2016
Anadia marmorata,Spotted Anadia,N,REPTILES,VU,LC,2015,2016
Apostolepis multicincta, ,N,REPTILES,NT,LC,2015,2016
Borikenophis sanctaecrucis,Saint Croix Racer,N,REPTILES,EX,CR,2015,2016
Celestus curtissi,Hispaniolan Khaki Galliwasp,N,REPTILES,VU,LC,2015,2016
Celestus fowleri,Bromeliad Galliwasp,N,REPTILES,DD,VU,2015,2016
Celestus microblepharis,Small-eyed Galliwasp,N,REPTILES,DD,CR,2015,2016
Celestus warreni,Giant Hispaniolan Galliwasp,N,REPTILES,CR,VU,2015,2016
Chelonoidis abingdonii,Pinta Giant Tortoise,G,REPTILES,EW,EX,2015,2016
Chelonoidis darwini,Santiago Giant Tortoise,N,REPTILES,EN,CR,2015,2016
Chelonoidis nigra,Floreana Giant Tortoise,N,REPTILES,VU,EX,2015,2016
Cnemidophorus vanzoi,Saint Lucian Whiptail,N,REPTILES,VU,CR,2015,2016
Cyclanorbis elegans,Nubian Flapshell Turtle,G,REPTILES,LR/nt,CR,2015,2016
Cyclanorbis senegalensis,Senegal Flapshell Turtle,G,REPTILES,LR/nt,VU,2015,2016
Cycloderma frenatum,Zambezi Flapshell Turtle,G,REPTILES,LR/nt,EN,2015,2016
Epictia subcrotilla,Klauber's Blind Snake,N,REPTILES,DD,LC,2015,2016
Erythrolamprus cursor,Lac<8e>p<8f>de's Ground Snake,G,REPTILES,CR,CR(PE),2015,2016
Erythrolamprus ornatus,Ornate Ground Snake,G,REPTILES,EN,CR,2015,2016
Erythrolamprus perfuscus,Barbados Racer,N,REPTILES,EN,EX,2015,2016
Geochelone elegans,Indian Star Tortoise,G,REPTILES,LR/lc,VU,2015,2016
Gonatodes seigliei,Estados Sucre Gecko,N,REPTILES,DD,EN,2015,2016
Lepidoblepharis montecanoensis,Paraguanan Ground Gecko,N,REPTILES,DD,LC,2015,2016
Liolaemus chaltin, ,N,REPTILES,DD,LC,2015,2016
Liolaemus dicktracyi, ,G,REPTILES,LC,VU,2015,2016
Liolaemus flavipiceus, ,N,REPTILES,DD,LC,2015,2016
Liolaemus fuscus, ,N,REPTILES,DD,LC,2015,2016
Liolaemus hellmichi,Hellmich's Tree Iguana,N,REPTILES,LC,VU,2015,2016
Liolaemus huacahuasicus, ,N,REPTILES,VU,LC,2015,2016
Liolaemus lemniscatus, ,N,REPTILES,DD,LC,2015,2016
Liolaemus leopardinus, ,N,REPTILES,DD,EN,2015,2016
Liolaemus lorenzmuelleri, ,N,REPTILES,DD,EN,2015,2016
Liolaemus nitidus,Shining Tree Iguana,N,REPTILES,DD,LC,2015,2016
