"","Binomial","Common","Status","Trend","System","Taxon","combo","Delta_Status","Status_Impr","source_2019","source.count","source.freq","Threatened"
"1093","Panthera uncia","Snow Leopard","VU","Decreasing","Terrestrial","LandMam","6.2 2.2",0,"Unchanged","Conflict",11,0.94017094017094,"Y"
"1094","Aonyx capensis","African Clawless Otter","NT","Decreasing","Marine,Freshwater,Terrestrial","LandMam","11.2 1.1",0,"Unchanged","Climate Change",67,5.72649572649573,"N"
"1095","Aonyx congicus","Congo Clawless Otter","NT","Decreasing","Freshwater,Terrestrial","LandMam","11.2 1.2",0,"Unchanged","Climate Change",67,5.72649572649573,"N"
"1096","Crocodylus acutus","American Crocodile","VU","Increasing","Marine,Freshwater,Terrestrial","ReptAmph","8.2.2 2.1",0,"Unchanged","Disease",74,6.32478632478632,"Y"
"1097","Mecistops cataphractus","Slender-snouted Crocodile","CR","Decreasing","Freshwater,Terrestrial","ReptAmph","8.2.2 2.1",0,"Unchanged","Disease",74,6.32478632478632,"Y"
"1098","Neofelis nebulosa","Clouded Leopard","VU","Decreasing","Terrestrial","LandMam","2.2.1 1.1",0,"Unchanged","Timber",59,5.04273504273504,"Y"
"1099","Orcaella brevirostris","Irrawaddy Dolphin","EN","Decreasing","Marine,Freshwater","MarineMam","9.1.1 ",0,"Unchanged","Development",68,5.81196581196581,"Y"
"1100","Psephurus gladius","Chinese Paddlefish","CR","U","Marine,Freshwater","Bony","9.1.1 1.2",0,"Unchanged","Development",68,5.81196581196581,"Y"
"1101","Salmo marmoratus",NA,"LC","Decreasing","Freshwater","Bony","11.2 1.2",0,"Unchanged","Climate Change",67,5.72649572649573,"N"
"1102","Crocodylus johnstoni","Australian freshwater Crocodile","LC","Stable","Freshwater,Terrestrial","ReptAmph","8.2.2 2.3.7",0,"Unchanged","Disease",74,6.32478632478632,"N"
"1103","Mycteroperca bonaci","Black Grouper","NT","Decreasing","Marine","Bony","9.1.1 1.2",0,"Unchanged","Development",68,5.81196581196581,"N"
"1104","Bagrus docmak","Sudan Catfish","LC","U","Freshwater","Bony","11.2 1.2",0,"Unchanged","Climate Change",67,5.72649572649573,"N"
"1105","Haliaeetus leucoryphus","Pallas's Fish-eagle","EN","Decreasing","Freshwater,Terrestrial","Birds","11.2 1.1",0,"Unchanged","Climate Change",67,5.72649572649573,"Y"
"1106","Gyps bengalensis","White-rumped Vulture","CR","Decreasing","Terrestrial","Birds","8.2.2 2.1",0,"Unchanged","Disease",74,6.32478632478632,"Y"
"1107","Clanga clanga","Greater Spotted Eagle","VU","Decreasing","Freshwater,Terrestrial","Birds","8.2.2 2.3.1",0,"Unchanged","Disease",74,6.32478632478632,"Y"
"1108","Aquila rapax","Tawny Eagle","VU","Decreasing","Freshwater,Terrestrial","Birds","11.2 1.2",0,"Unchanged","Climate Change",67,5.72649572649573,"Y"
"1109","Sagittarius serpentarius","Secretarybird","VU","Decreasing","Terrestrial","Birds","11.2 2.1",0,"Unchanged","Climate Change",67,5.72649572649573,"Y"
"1110","Circaetus pectoralis","Black-chested Snake-eagle","LC","U","Terrestrial","Birds","8.2.2 2.1",0,"Unchanged","Disease",74,6.32478632478632,"N"
"1111","Aaptosyax grypus","Mekong Giant Salmon Carp","CR","Decreasing","Freshwater","Bony","7.2.10 1.2",0,"Unchanged","Hydrological ",35,2.99145299145299,"Y"
"1112","Andrias davidianus","Chinese Giant Salamander","CR","Decreasing","Freshwater","ReptAmph","7.2.10 1.1",0,"Unchanged","Hydrological ",35,2.99145299145299,"Y"
"1113","Arctocephalus gazella","Antarctic Fur Seal","LC","Decreasing","Marine,Terrestrial","MarineMam","11.5 1.1",0,"Unchanged","Climate Change",67,5.72649572649573,"N"
"1114","Arctocephalus tropicalis","Subantarctic Fur Seal","LC","Stable","Marine,Terrestrial","MarineMam","11.5 1.1",0,"Unchanged","Climate Change",67,5.72649572649573,"N"
"1115","Crocodylus palustris","Mugger","VU","Stable","Freshwater,Terrestrial","ReptAmph","2.3.4 1.1",0,"Unchanged","Livestock",48,4.1025641025641,"Y"
"1116","Crocodylus siamensis","Siamese Crocodile","CR","Decreasing","Freshwater,Terrestrial","ReptAmph","7.2.10 1.1",0,"Unchanged","Hydrological ",35,2.99145299145299,"Y"
"1117","Cyclura cornuta","Rhinoceros Iguana","VU","Decreasing","Terrestrial","ReptAmph","2.3.4 1.1",0,"Unchanged","Livestock",48,4.1025641025641,"Y"
"1118","Cyclura cornuta","Rhinoceros Iguana","VU","Decreasing","Terrestrial","ReptAmph","5.3.5 1.2",0,"Unchanged","Timber",59,5.04273504273504,"Y"
"1119","Lynx rufus","Bobcat","LC","Stable","Terrestrial","LandMam","5.3.5 1.2",0,"Unchanged","Timber",59,5.04273504273504,"N"
"1120","Mirounga leonina","Southern Elephant Seal","LC","Stable","Marine,Terrestrial","MarineMam","11.5 1.1",0,"Unchanged","Climate Change",67,5.72649572649573,"N"
"1121","Panthera leo","Lion","VU","Decreasing","Terrestrial","LandMam","5.3.5 1.2",0,"Unchanged","Timber",59,5.04273504273504,"Y"
"1122","Panthera uncia","Snow Leopard","VU","Decreasing","Terrestrial","LandMam","11.5 1.2",0,"Unchanged","Climate Change",67,5.72649572649573,"Y"
"1123","Zalophus wollebaeki","Galápagos Sea Lion","EN","Decreasing","Marine,Terrestrial","MarineMam","11.5 1.2",-1,"Declined","Climate Change",67,5.72649572649573,"Y"
"1124","Morelia spilota","Western Australian Carpet Python","LC","Decreasing","Terrestrial","ReptAmph","2.3.4 1.1",0,"Unchanged","Livestock",48,4.1025641025641,"N"
"1125","Strix nebulosa","Great Grey Owl","LC","Increasing","Freshwater,Terrestrial","Birds","2.3.4 1.2",0,"Unchanged","Livestock",48,4.1025641025641,"N"
"1126","Haliaeetus leucoryphus","Pallas's Fish-eagle","EN","Decreasing","Freshwater,Terrestrial","Birds","7.2.10 1.2",0,"Unchanged","Hydrological ",35,2.99145299145299,"Y"
"1127","Nisaetus philippensis","North Philippine Hawk-eagle","EN","Decreasing","Terrestrial","Birds","2.3.4 1.1",0,"Unchanged","Livestock",48,4.1025641025641,"Y"
"1128","Huso huso","Beluga","CR","Decreasing","Marine,Freshwater","Bony","12.1 2.3.8",-1,"Declined","Other Threats",5,0.427350427350427,"Y"
"1129","Panthera onca","Jaguar","NT","Decreasing","Terrestrial","LandMam","7.1.1 1.1",0,"Unchanged","Fire",9,0.769230769230769,"N"
"1130","Panthera pardus","Leopard","VU","Decreasing","Terrestrial","LandMam","7.1.1 1.2",-1,"Declined","Fire",9,0.769230769230769,"Y"
"1131","Pusa caspica","Caspian Seal","EN","U","Freshwater,Terrestrial","LandMam","12.1 1.2",0,"Unchanged","Other Threats",5,0.427350427350427,"Y"
"1132","Gyps bengalensis","White-rumped Vulture","CR","Decreasing","Terrestrial","Birds","7.1.1 1.1",0,"Unchanged","Fire",9,0.769230769230769,"Y"
"1133","Clanga pomarina","Lesser Spotted Eagle","LC","Stable","Terrestrial","Birds","12.1 2.1",0,"Unchanged","Other Threats",5,0.427350427350427,"N"
"1134","Aquila nipalensis","Steppe Eagle","EN","Decreasing","Terrestrial","Birds","12.1 2.1",-3,"Declined","Other Threats",5,0.427350427350427,"Y"
"1135","Sagittarius serpentarius","Secretarybird","VU","Decreasing","Terrestrial","Birds","7.1.1 1.2",0,"Unchanged","Fire",9,0.769230769230769,"Y"
"1136","Circaetus gallicus","Short-toed Snake-eagle","LC","Stable","Terrestrial","Birds","7.1.1 1.1",0,"Unchanged","Fire",9,0.769230769230769,"N"
"1137","Circaetus pectoralis","Black-chested Snake-eagle","LC","U","Terrestrial","Birds","12.1 2.1",0,"Unchanged","Other Threats",5,0.427350427350427,"N"
"1138","Buteo rufinus","Long-legged Buzzard","LC","Stable","Terrestrial","Birds","7.1.1 1.2",0,"Unchanged","Fire",9,0.769230769230769,"N"
"1139","Aonyx congicus","Congo Clawless Otter","NT","Decreasing","Freshwater,Terrestrial","LandMam","9.1.2 1.2",0,"Unchanged","Development",68,5.81196581196581,"N"
"1140","Arctocephalus townsendi","Guadalupe Fur Seal","LC","Increasing","Marine,Terrestrial","MarineMam","9.1.2 2.1",1,"Improved","Development",68,5.81196581196581,"N"
"1141","Lutjanus cyanopterus","Cubera Snapper","VU","Decreasing","Marine","Bony","5.4.6 2.1",0,"Unchanged","Persecution",35,2.99145299145299,"Y"
"1142","Orcaella brevirostris","Irrawaddy Dolphin","EN","Decreasing","Marine,Freshwater","MarineMam","5.4.6 1.2",0,"Unchanged","Persecution",35,2.99145299145299,"Y"
"1143","Sousa teuszii","Atlantic Humpbacked Dolphin","CR","Decreasing","Marine,Freshwater","MarineMam","5.4.6 1.2",0,"Unchanged","Persecution",35,2.99145299145299,"Y"
"1144","Tomistoma schlegelii","False Gharial","VU","Decreasing","Freshwater,Terrestrial","ReptAmph","7.2.3 1.1",0,"Unchanged","Hydrological ",35,2.99145299145299,"Y"
"1145","Xiphias gladius","Swordfish","LC","Decreasing","Marine","Bony","5.4.6 2.1",0,"Unchanged","Persecution",35,2.99145299145299,"N"
"1146","Argyrosomus hololepidotus","Madagascar Kob","EN","U","Marine","Bony","5.4.6 1.2",0,"Unchanged","Persecution",35,2.99145299145299,"Y"
"1147","Lates niloticus","Nile Perch","LC","U","Freshwater","Bony","5.4.6 1.2",0,"Unchanged","Persecution",35,2.99145299145299,"N"
"1148","Clanga pomarina","Lesser Spotted Eagle","LC","Stable","Terrestrial","Birds","7.2.3 1.1",0,"Unchanged","Hydrological ",35,2.99145299145299,"N"
"1149","Clanga clanga","Greater Spotted Eagle","VU","Decreasing","Freshwater,Terrestrial","Birds","7.2.3 1.2",0,"Unchanged","Hydrological ",35,2.99145299145299,"Y"
"1150","Sousa chinensis","Indo-Pacific Humpbacked Dolphin","VU","Decreasing","Marine,Freshwater","MarineMam","5.4.6 1.2",0,"Unchanged","Persecution",35,2.99145299145299,"Y"
"1151","Lycaon pictus","African Wild Dog","EN","Decreasing",NA,"LandMam","8.5.1 2.1",0,"Unchanged","Disease",74,6.32478632478632,"Y"
"1152","Hucho taimen","Siberian Taimen","VU","Decreasing","Freshwater","Bony","9.2.2 ",0,"Unchanged","Energy",56,4.78632478632479,"Y"
"1153","Pithecophaga jefferyi","Philippine Eagle","CR","Decreasing","Terrestrial","Birds","11.4 1.2",0,"Unchanged","Climate Change",67,5.72649572649573,"Y"
"1154","Aquila chrysaetos","Golden Eagle","LC","Stable","Terrestrial","Birds","8.5.1 2.3.7",0,"Unchanged","Disease",74,6.32478632478632,"N"
"1155","Huso dauricus","Kaluga","CR","Decreasing","Marine,Freshwater","Bony","5.3.2 1.1",-1,"Declined","Timber",59,5.04273504273504,"Y"
"1156","Lycaon pictus","African Wild Dog","EN","Decreasing",NA,"LandMam","5.3.1 1.2",0,"Unchanged","Timber",59,5.04273504273504,"Y"
"1157","Buteogallus coronatus","Crowned Solitary Eagle","EN","Decreasing","Terrestrial","Birds","2.2.3 1.1",0,"Unchanged","Timber",59,5.04273504273504,"Y"
"1158","Clanga pomarina","Lesser Spotted Eagle","LC","Stable","Terrestrial","Birds","4.4 2.1",0,"Unchanged","Transportation",59,5.04273504273504,"N"
"1159","Crocodylus siamensis","Siamese Crocodile","CR","Decreasing","Freshwater,Terrestrial","ReptAmph","2.4.2 1.1",0,"Unchanged","Aquaculture",9,0.769230769230769,"Y"
"1160","Neophoca cinerea","Australian Sea Lion","EN","Decreasing","Marine,Terrestrial","MarineMam","2.4.2 1.1",-3,"Declined","Aquaculture",9,0.769230769230769,"Y"
"1161","Panthera tigris","Tiger","EN","Decreasing","Terrestrial","LandMam","7.1.3 1.2",0,"Unchanged","Fire",9,0.769230769230769,"Y"
"1162","Puma concolor","Puma","LC","Decreasing","Terrestrial","LandMam","7.1.3 1.2",0,"Unchanged","Fire",9,0.769230769230769,"N"
"1163","Salmo marmoratus",NA,"LC","Decreasing","Freshwater","Bony","7.2.8 1.2",0,"Unchanged","Hydrological ",35,2.99145299145299,"N"
"1164","Lates niloticus","Nile Perch","LC","U","Freshwater","Bony","7.2.8 1.2",0,"Unchanged","Hydrological ",35,2.99145299145299,"N"
"1165","Bagrus docmak","Sudan Catfish","LC","U","Freshwater","Bony","7.2.8 1.2",0,"Unchanged","Hydrological ",35,2.99145299145299,"N"
"1166","Buteo regalis","Ferruginous Hawk","LC","Increasing","Terrestrial","Birds","7.1.3 1.2",0,"Unchanged","Fire",9,0.769230769230769,"N"
"1167","Dolichophis schmidti","Schmidt's Whip Snake","LC","Stable","Terrestrial","ReptAmph","7.2.4 1.2",0,"Unchanged","Hydrological ",35,2.99145299145299,"N"
"1168","Aonyx capensis","African Clawless Otter","NT","Decreasing","Marine,Freshwater,Terrestrial","LandMam","7.2.1 ",0,"Unchanged","Hydrological ",35,2.99145299145299,"N"
"1169","Crocodylus siamensis","Siamese Crocodile","CR","Decreasing","Freshwater,Terrestrial","ReptAmph","8.3 2.3.1",0,"Unchanged","Species Introductions",34,2.90598290598291,"Y"
"1170","Phocarctos hookeri","New Zealand Sea Lion","EN","Decreasing","Marine,Terrestrial","MarineMam","10.2 1.1",-1,"Declined","Geological",1,0.0854700854700855,"Y"
