"","Binomial","Common","Status","Trend","System","Taxon","combo","Delta_Status","Status_Impr","source_2019","source.count","source.freq","Threatened"
"583","Hyperoodon planifrons","Southern Bottlenose Whale","LC","U","Marine","MarineMam","8.2 1.2",0,"Unchanged","Disease",74,6.32478632478632,"N"
"584","Mirounga angustirostris","Northern Elephant Seal","LC","Increasing","Marine,Terrestrial","MarineMam","8.2 2.1",0,"Unchanged","Disease",74,6.32478632478632,"N"
"585","Monachus monachus","Mediterranean Monk Seal","EN","Increasing","Marine,Terrestrial","MarineMam","8.2 1.2",0,"Unchanged","Disease",74,6.32478632478632,"Y"
"586","Panthera leo","Lion","VU","Decreasing","Terrestrial","LandMam","8.2 1.2",0,"Unchanged","Disease",74,6.32478632478632,"Y"
"587","Panthera tigris","Tiger","EN","Decreasing","Terrestrial","LandMam","8.2 1.2",0,"Unchanged","Disease",74,6.32478632478632,"Y"
"588","Peponocephala electra","Melon-headed Whale","LC","U","Marine","MarineMam","8.2 1.2",0,"Unchanged","Disease",74,6.32478632478632,"N"
"589","Phoca vitulina","Harbor Seal","LC","U","Marine,Freshwater,Terrestrial","MarineMam","8.2 2.3.2",0,"Unchanged","Disease",74,6.32478632478632,"N"
"590","Phoca largha","Spotted Seal","LC","U","Marine,Terrestrial","MarineMam","8.2 1.2",0,"Unchanged","Disease",74,6.32478632478632,"N"
"591","Phocarctos hookeri","New Zealand Sea Lion","EN","Decreasing","Marine,Terrestrial","MarineMam","8.2 2.1",-1,"Declined","Disease",74,6.32478632478632,"Y"
"592","Phocoena phocoena","Harbour Porpoise","LC","U","Marine","MarineMam","8.2 1.2",0,"Unchanged","Disease",74,6.32478632478632,"N"
"593","Pseudorca crassidens","False Kille Whale","NT","U",NA,"MarineMam","8.2 1.2",0,"Unchanged","Disease",74,6.32478632478632,"N"
"594","Sousa teuszii","Atlantic Humpbacked Dolphin","CR","Decreasing","Marine,Freshwater","MarineMam","8.2 1.2",0,"Unchanged","Disease",74,6.32478632478632,"Y"
"595","Stenella coeruleoalba","Striped Dolphin","LC","U","Marine","MarineMam","8.2 1.2",0,"Unchanged","Disease",74,6.32478632478632,"N"
"596","Tursiops truncatus","Common Bottlenose Dolphin","LC","U","Marine","MarineMam","8.2 1.2",0,"Unchanged","Disease",74,6.32478632478632,"N"
"597","Ziphius cavirostris","Cuvier's Beaked Whale","LC","U","Marine","MarineMam","8.2 1.2",0,"Unchanged","Disease",74,6.32478632478632,"N"
"598","Arctocephalus forsteri","New Zealand Fur Seal","LC","Increasing","Marine,Terrestrial","MarineMam","8.2 2.1",0,"Unchanged","Disease",74,6.32478632478632,"N"
"599","Pusa hispida","Ringed Seal","LC","U","Marine,Freshwater,Terrestrial","MarineMam","8.2 1.2",0,"Unchanged","Disease",74,6.32478632478632,"N"
"600","Epinephelus itajara","Atlantic Goliath Grouper","VU","Decreasing","Marine","Bony","8.2 2.1",0,"Unchanged","Disease",74,6.32478632478632,"Y"
"601","Milvus milvus","Red Kite","NT","Decreasing","Terrestrial","Birds","8.2 2.3.2",-1,"Declined","Disease",74,6.32478632478632,"N"
"602","Gyps coprotheres","Cape Vulture","EN","Decreasing","Terrestrial","Birds","8.2 2.3.1",-1,"Declined","Disease",74,6.32478632478632,"Y"
"603","Trigonoceps occipitalis","White-headed Vulture","CR","Decreasing","Terrestrial","Birds","8.2 1.2",-2,"Declined","Disease",74,6.32478632478632,"Y"
"604","Buteo regalis","Ferruginous Hawk","LC","Increasing","Terrestrial","Birds","8.2 1.2",0,"Unchanged","Disease",74,6.32478632478632,"N"
"605","Morphnus guianensis","Crested Eagle","NT","Decreasing","Terrestrial","Birds","8.2 2.3.2",0,"Unchanged","Disease",74,6.32478632478632,"N"
"606","Harpia harpyja","Harpy Eagle","NT","Decreasing","Terrestrial","Birds","8.2 2.3.2",0,"Unchanged","Disease",74,6.32478632478632,"N"
"607","Pithecophaga jefferyi","Philippine Eagle","CR","Decreasing","Terrestrial","Birds","8.2 1.2",0,"Unchanged","Disease",74,6.32478632478632,"Y"
"608","Aquila heliaca","Eastern Imperial Eagle","VU","Decreasing","Freshwater,Terrestrial","Birds","8.2 1.2",0,"Unchanged","Disease",74,6.32478632478632,"Y"
"609","Gyps tenuirostris","Slender-billed Vulture","CR","Decreasing","Terrestrial","Birds","8.2 2.1",0,"Unchanged","Disease",74,6.32478632478632,"Y"
"610","Buteo socotraensis","Socotra Buzzard","VU","Stable","Terrestrial","Birds","8.2 2.2",0,"Unchanged","Disease",74,6.32478632478632,"Y"
"611","Delphinapterus leucas","Beluga","LC","U","Marine","MarineMam","9.3.3 ",0,"Unchanged","Agriculture",108,9.23076923076923,"N"
"612","Delphinus delphis","Short-beaked Common Dolphin","LC","U","Marine","MarineMam","9.3.3 1.1",0,"Unchanged","Agriculture",108,9.23076923076923,"N"
"613","Huso huso","Beluga","CR","Decreasing","Marine,Freshwater","Bony","9.3.3 1.2",-1,"Declined","Agriculture",108,9.23076923076923,"Y"
"614","Monodon monoceros","Narwhal","LC","U","Marine","MarineMam","9.3.3 ",0,"Unchanged","Agriculture",108,9.23076923076923,"N"
"615","Anoxypristis cuspidata","Narrow Sawfish","EN","Decreasing","Marine","Elasmo","9.3.3 1.2",0,"Unchanged","Agriculture",108,9.23076923076923,"Y"
"616","Otaria byronia","South American Sea Lion","LC","Stable","Marine,Terrestrial","MarineMam","9.3.3 2.1",0,"Unchanged","Agriculture",108,9.23076923076923,"N"
"617","Pusa caspica","Caspian Seal","EN","U","Freshwater,Terrestrial","LandMam","9.3.3 1.2",0,"Unchanged","Agriculture",108,9.23076923076923,"Y"
"618","Megalops atlanticus","Tarpon","VU","Decreasing","Marine","Bony","9.3.3 1.2",0,"Unchanged","Agriculture",108,9.23076923076923,"Y"
"619","Strix nebulosa","Great Grey Owl","LC","Increasing","Freshwater,Terrestrial","Birds","9.3.3 1.3",0,"Unchanged","Agriculture",108,9.23076923076923,"N"
"620","Pandion haliaetus","Osprey","LC","Increasing","Marine,Freshwater,Terrestrial","Birds","9.3.3 2.1",0,"Unchanged","Agriculture",108,9.23076923076923,"N"
"621","Haliaeetus sanfordi","Sanford's Sea-eagle","VU","Decreasing","Marine,Freshwater,Terrestrial","Birds","9.3.3 2.1",0,"Unchanged","Agriculture",108,9.23076923076923,"Y"
"622","Gyps himalayensis","Himalayan Griffon","NT","Stable","Terrestrial","Birds","9.3.3 2.3.8",0,"Unchanged","Agriculture",108,9.23076923076923,"N"
"623","Trigonoceps occipitalis","White-headed Vulture","CR","Decreasing","Terrestrial","Birds","9.3.3 2.1",-2,"Declined","Agriculture",108,9.23076923076923,"Y"
"624","Circaetus cinereus","Brown Snake-eagle","LC","Decreasing","Terrestrial","Birds","9.3.3 2.1",0,"Unchanged","Agriculture",108,9.23076923076923,"N"
"625","Aquila chrysaetos","Golden Eagle","LC","Stable","Terrestrial","Birds","9.3.3 1.3",0,"Unchanged","Agriculture",108,9.23076923076923,"N"
"626","Falco rusticolus","Gyrfalcon","LC","Stable","Marine,Terrestrial","Birds","9.3.3 2.1",0,"Unchanged","Agriculture",108,9.23076923076923,"N"
"627","Gymnogyps californianus","California Condor","CR","Increasing","Terrestrial","Birds","9.3.3 2.3.7",0,"Unchanged","Agriculture",108,9.23076923076923,"Y"
"628","Buteo socotraensis","Socotra Buzzard","VU","Stable","Terrestrial","Birds","9.3.3 2.1",0,"Unchanged","Agriculture",108,9.23076923076923,"Y"
"629","Andrias japonicus","Japanese Giant Salamander","NT","Decreasing","Freshwater","ReptAmph","7.2.11 1.1",0,"Unchanged","Hydrological ",35,2.99145299145299,"N"
"630","Mecistops cataphractus","Slender-snouted Crocodile","CR","Decreasing","Freshwater,Terrestrial","ReptAmph","7.2.11 1.1",0,"Unchanged","Hydrological ",35,2.99145299145299,"Y"
"631","Delphinapterus leucas","Beluga","LC","U","Marine","MarineMam","7.2.11 1.1",0,"Unchanged","Hydrological ",35,2.99145299145299,"N"
"632","Gavialis gangeticus","Gharial","CR","Increasing","Freshwater,Terrestrial","ReptAmph","7.2.11 1.1",-1,"Declined","Hydrological ",35,2.99145299145299,"Y"
"633","Hucho hucho","Danube Salmon","EN","U","Freshwater","Bony","7.2.11 1.1",0,"Unchanged","Hydrological ",35,2.99145299145299,"Y"
"634","Huso dauricus","Kaluga","CR","Decreasing","Marine,Freshwater","Bony","7.2.11 1.1",-1,"Declined","Hydrological ",35,2.99145299145299,"Y"
"635","Huso huso","Beluga","CR","Decreasing","Marine,Freshwater","Bony","7.2.11 1.1",-1,"Declined","Hydrological ",35,2.99145299145299,"Y"
"636","Orcaella brevirostris","Irrawaddy Dolphin","EN","Decreasing","Marine,Freshwater","MarineMam","7.2.11 1.1",0,"Unchanged","Hydrological ",35,2.99145299145299,"Y"
"637","Panthera onca","Jaguar","NT","Decreasing","Terrestrial","LandMam","7.2.11 1.1",0,"Unchanged","Hydrological ",35,2.99145299145299,"N"
"638","Panthera pardus","Leopard","VU","Decreasing","Terrestrial","LandMam","7.2.11 1.1",-1,"Declined","Hydrological ",35,2.99145299145299,"Y"
"639","Panthera tigris","Tiger","EN","Decreasing","Terrestrial","LandMam","7.2.11 1.1",0,"Unchanged","Hydrological ",35,2.99145299145299,"Y"
"640","Pardofelis marmorata","Marbled Cat","NT","Decreasing","Terrestrial","LandMam","7.2.11 1.1",0,"Unchanged","Hydrological ",35,2.99145299145299,"N"
"641","Phoca vitulina","Harbor Seal","LC","U","Marine,Freshwater,Terrestrial","MarineMam","7.2.11 1.1",0,"Unchanged","Hydrological ",35,2.99145299145299,"N"
"642","Psephurus gladius","Chinese Paddlefish","CR","U","Marine,Freshwater","Bony","7.2.11 1.1",0,"Unchanged","Hydrological ",35,2.99145299145299,"Y"
"643","Puma concolor","Puma","LC","Decreasing","Terrestrial","LandMam","7.2.11 1.1",0,"Unchanged","Hydrological ",35,2.99145299145299,"N"
"644","Totoaba macdonaldi","Totoaba","CR","Decreasing","Marine,Freshwater","Bony","7.2.11 1.1",0,"Unchanged","Hydrological ",35,2.99145299145299,"Y"
"645","Brachyplatystoma rousseauxii","Gilded Catfish","LC","U","Freshwater","Bony","7.2.11 1.1",0,"Unchanged","Hydrological ",35,2.99145299145299,"N"
"646","Hucho taimen","Siberian Taimen","VU","Decreasing","Freshwater","Bony","7.2.11 ",0,"Unchanged","Hydrological ",35,2.99145299145299,"Y"
"647","Megalops atlanticus","Tarpon","VU","Decreasing","Marine","Bony","7.2.11 1.1",0,"Unchanged","Hydrological ",35,2.99145299145299,"Y"
"648","Morone saxatilis","Striped Bass","LC","U","Marine,Freshwater","Bony","7.2.11 ",0,"Unchanged","Hydrological ",35,2.99145299145299,"N"
"649","Esox masquinongy","Muskellunge","LC","Stable","Freshwater","Bony","7.2.11 ",0,"Unchanged","Hydrological ",35,2.99145299145299,"N"
"650","Circaetus cinereus","Brown Snake-eagle","LC","Decreasing","Terrestrial","Birds","7.2.11 1.2",0,"Unchanged","Hydrological ",35,2.99145299145299,"N"
"651","Polemaetus bellicosus","Martial Eagle","VU","Decreasing","Freshwater,Terrestrial","Birds","7.2.11 2.1",-1,"Declined","Hydrological ",35,2.99145299145299,"Y"
"652","Andrias davidianus","Chinese Giant Salamander","CR","Decreasing","Freshwater","ReptAmph","2.2.2 1.1",0,"Unchanged","Timber",59,5.04273504273504,"Y"
"653","Mecistops cataphractus","Slender-snouted Crocodile","CR","Decreasing","Freshwater,Terrestrial","ReptAmph","2.2.2 1.1",0,"Unchanged","Timber",59,5.04273504273504,"Y"
"654","Lynx lynx","Eurasian Lynx","LC","Stable","Terrestrial","LandMam","2.2.2 1.1",0,"Unchanged","Timber",59,5.04273504273504,"N"
"655","Lynx pardinus","Iberian lynx","EN","Increasing","Terrestrial","LandMam","2.2.2 1.1",1,"Improved","Timber",59,5.04273504273504,"Y"
"656","Orcaella brevirostris","Irrawaddy Dolphin","EN","Decreasing","Marine,Freshwater","MarineMam","2.2.2 1.1",0,"Unchanged","Timber",59,5.04273504273504,"Y"
"657","Panthera onca","Jaguar","NT","Decreasing","Terrestrial","LandMam","2.2.2 1.1",0,"Unchanged","Timber",59,5.04273504273504,"N"
"658","Panthera pardus","Leopard","VU","Decreasing","Terrestrial","LandMam","2.2.2 1.1",-1,"Declined","Timber",59,5.04273504273504,"Y"
"659","Panthera tigris","Tiger","EN","Decreasing","Terrestrial","LandMam","2.2.2 1.1",0,"Unchanged","Timber",59,5.04273504273504,"Y"
"660","Pardofelis marmorata","Marbled Cat","NT","Decreasing","Terrestrial","LandMam","2.2.2 1.1",0,"Unchanged","Timber",59,5.04273504273504,"N"
"661","Pteronura brasiliensis","Giant Otter","EN","Decreasing","Freshwater,Terrestrial","LandMam","2.2.2 1.1",0,"Unchanged","Timber",59,5.04273504273504,"Y"
"662","Puma concolor","Puma","LC","Decreasing","Terrestrial","LandMam","2.2.2 1.1",0,"Unchanged","Timber",59,5.04273504273504,"N"
"663","Strix nebulosa","Great Grey Owl","LC","Increasing","Freshwater,Terrestrial","Birds","2.2.2 1.1",0,"Unchanged","Timber",59,5.04273504273504,"N"
"664","Haliaeetus albicilla","White-tailed Sea-eagle","LC","Increasing","Marine,Freshwater,Terrestrial","Birds","2.2.2 1.2",1,"Improved","Timber",59,5.04273504273504,"N"
"665","Buteo ventralis","Rufous-tailed Hawk","VU","Stable","Terrestrial","Birds","2.2.2 1.1",0,"Unchanged","Timber",59,5.04273504273504,"Y"
"666","Clanga clanga","Greater Spotted Eagle","VU","Decreasing","Freshwater,Terrestrial","Birds","2.2.2 1.2",0,"Unchanged","Timber",59,5.04273504273504,"Y"
"667","Aquila adalberti","Spanish Imperial Eagle","VU","Increasing","Freshwater,Terrestrial","Birds","2.2.2 1.1",0,"Unchanged","Timber",59,5.04273504273504,"Y"
"668","Aquila chrysaetos","Golden Eagle","LC","Stable","Terrestrial","Birds","2.2.2 1.1",0,"Unchanged","Timber",59,5.04273504273504,"N"
"669","Stephanoaetus coronatus","Crowned Eagle","NT","Decreasing","Freshwater,Terrestrial","Birds","2.2.2 1.1",0,"Unchanged","Timber",59,5.04273504273504,"N"
"670","Clanga hastata","Indian Spotted Eagle","VU","Decreasing","Terrestrial","Birds","2.2.2 1.1",0,"Unchanged","Timber",59,5.04273504273504,"Y"
"671","Buteo rufinus","Long-legged Buzzard","LC","Stable","Terrestrial","Birds","2.2.2 1.1",0,"Unchanged","Timber",59,5.04273504273504,"N"
"672","Nisaetus philippensis","North Philippine Hawk-eagle","EN","Decreasing","Terrestrial","Birds","2.2.2 1.1",0,"Unchanged","Timber",59,5.04273504273504,"Y"
"673","Acinonyx jubatus","Cheetah","VU","Decreasing","Terrestrial","LandMam","4.1 2.1",0,"Unchanged","Transportation",59,5.04273504273504,"Y"
"674","Andrias davidianus","Chinese Giant Salamander","CR","Decreasing","Freshwater","ReptAmph","3.2 1.1",0,"Unchanged","Energy",56,4.78632478632479,"Y"
"675","Aonyx congicus","Congo Clawless Otter","NT","Decreasing","Freshwater,Terrestrial","LandMam","4.1 1.1",0,"Unchanged","Transportation",59,5.04273504273504,"N"
"676","Canis rufus","Red Wolf","CR","Decreasing","Terrestrial","LandMam","4.1 2.1",0,"Unchanged","Transportation",59,5.04273504273504,"Y"
"677","Canis simensis","Ethiopian Wolf","EN","Decreasing","Terrestrial","LandMam","4.1 2.1",0,"Unchanged","Transportation",59,5.04273504273504,"Y"
"678","Mecistops cataphractus","Slender-snouted Crocodile","CR","Decreasing","Freshwater,Terrestrial","ReptAmph","3.2 1.2",0,"Unchanged","Energy",56,4.78632478632479,"Y"
"679","Cyclura cornuta","Rhinoceros Iguana","VU","Decreasing","Terrestrial","ReptAmph","3.2 1.1",0,"Unchanged","Energy",56,4.78632478632479,"Y"
"680","Gavialis gangeticus","Gharial","CR","Increasing","Freshwater,Terrestrial","ReptAmph","3.2 1.1",-1,"Declined","Energy",56,4.78632478632479,"Y"
"681","Parahyaena brunnea","Brown Hyaena","NT","Stable","Terrestrial","LandMam","4.1 2.1",0,"Unchanged","Transportation",59,5.04273504273504,"N"
"682","Lycaon pictus","African Wild Dog","EN","Decreasing",NA,"LandMam","3.2 1.2",0,"Unchanged","Energy",56,4.78632478632479,"Y"
"683","Lycaon pictus","African Wild Dog","EN","Decreasing",NA,"LandMam","4.1 1.2",0,"Unchanged","Transportation",59,5.04273504273504,"Y"
"684","Lynx lynx","Eurasian Lynx","LC","Stable","Terrestrial","LandMam","3.2 1.1",0,"Unchanged","Energy",56,4.78632478632479,"N"
"685","Lynx lynx","Eurasian Lynx","LC","Stable","Terrestrial","LandMam","4.1 1.1",0,"Unchanged","Transportation",59,5.04273504273504,"N"
"686","Lynx pardinus","Iberian lynx","EN","Increasing","Terrestrial","LandMam","4.1 2.1",1,"Improved","Transportation",59,5.04273504273504,"Y"
"687","Lynx rufus","Bobcat","LC","Stable","Terrestrial","LandMam","4.1 1.1",0,"Unchanged","Transportation",59,5.04273504273504,"N"
"688","Orcaella brevirostris","Irrawaddy Dolphin","EN","Decreasing","Marine,Freshwater","MarineMam","3.2 1.1",0,"Unchanged","Energy",56,4.78632478632479,"Y"
"689","Panthera onca","Jaguar","NT","Decreasing","Terrestrial","LandMam","3.2 1.1",0,"Unchanged","Energy",56,4.78632478632479,"N"
"690","Panthera onca","Jaguar","NT","Decreasing","Terrestrial","LandMam","4.1 1.1",0,"Unchanged","Transportation",59,5.04273504273504,"N"
"691","Panthera pardus","Leopard","VU","Decreasing","Terrestrial","LandMam","3.2 1.1",-1,"Declined","Energy",56,4.78632478632479,"Y"
"692","Panthera pardus","Leopard","VU","Decreasing","Terrestrial","LandMam","4.1 2.1",-1,"Declined","Transportation",59,5.04273504273504,"Y"
"693","Panthera tigris","Tiger","EN","Decreasing","Terrestrial","LandMam","3.2 1.1",0,"Unchanged","Energy",56,4.78632478632479,"Y"
"694","Pteronura brasiliensis","Giant Otter","EN","Decreasing","Freshwater,Terrestrial","LandMam","3.2 1.1",0,"Unchanged","Energy",56,4.78632478632479,"Y"
"695","Puma concolor","Puma","LC","Decreasing","Terrestrial","LandMam","4.1 1.1",0,"Unchanged","Transportation",59,5.04273504273504,"N"
"696","Panthera uncia","Snow Leopard","VU","Decreasing","Terrestrial","LandMam","3.2 1.1",0,"Unchanged","Energy",56,4.78632478632479,"Y"
"697","Panthera uncia","Snow Leopard","VU","Decreasing","Terrestrial","LandMam","4.1 1.2",0,"Unchanged","Transportation",59,5.04273504273504,"Y"
"698","Anoxypristis cuspidata","Narrow Sawfish","EN","Decreasing","Marine","Elasmo","3.2 1.2",0,"Unchanged","Energy",56,4.78632478632479,"Y"
"699","Morelia spilota","Western Australian Carpet Python","LC","Decreasing","Terrestrial","ReptAmph","4.1 1.2",0,"Unchanged","Transportation",59,5.04273504273504,"N"
"700","Dolichophis jugularis","Large Whip Snake","LC","Stable","Terrestrial","ReptAmph","3.2 1.1",0,"Unchanged","Energy",56,4.78632478632479,"N"
"701","Bubo scandiacus","Snowy Owl","VU","Decreasing","Freshwater,Terrestrial","Birds","4.1 2.1",0,"Unchanged","Transportation",59,5.04273504273504,"Y"
"702","Strix nebulosa","Great Grey Owl","LC","Increasing","Freshwater,Terrestrial","Birds","4.1 2.1",0,"Unchanged","Transportation",59,5.04273504273504,"N"
"703","Milvus milvus","Red Kite","NT","Decreasing","Terrestrial","Birds","4.1 2.1",-1,"Declined","Transportation",59,5.04273504273504,"N"
"704","Gypaetus barbatus","Bearded Vulture","NT","Decreasing","Terrestrial","Birds","4.1 1.2",0,"Unchanged","Transportation",59,5.04273504273504,"N"
"705","Neophron percnopterus","Egyptian Vulture","EN","Decreasing","Freshwater,Terrestrial","Birds","4.1 2.1",-3,"Declined","Transportation",59,5.04273504273504,"Y"
"706","Gyps africanus","White-backed Vulture","CR","Decreasing","Freshwater,Terrestrial","Birds","4.1 2.1",-3,"Declined","Transportation",59,5.04273504273504,"Y"
"707","Gyps coprotheres","Cape Vulture","EN","Decreasing","Terrestrial","Birds","4.1 2.1",-1,"Declined","Transportation",59,5.04273504273504,"Y"
"708","Buteo regalis","Ferruginous Hawk","LC","Increasing","Terrestrial","Birds","3.2 1.1",0,"Unchanged","Energy",56,4.78632478632479,"N"
"709","Pithecophaga jefferyi","Philippine Eagle","CR","Decreasing","Terrestrial","Birds","3.2 1.1",0,"Unchanged","Energy",56,4.78632478632479,"Y"
"710","Aquila rapax","Tawny Eagle","VU","Decreasing","Freshwater,Terrestrial","Birds","4.1 2.1",0,"Unchanged","Transportation",59,5.04273504273504,"Y"
"711","Stephanoaetus coronatus","Crowned Eagle","NT","Decreasing","Freshwater,Terrestrial","Birds","3.2 1.1",0,"Unchanged","Energy",56,4.78632478632479,"N"
"712","Buteo socotraensis","Socotra Buzzard","VU","Stable","Terrestrial","Birds","4.1 1.1",0,"Unchanged","Transportation",59,5.04273504273504,"Y"
"713","Circaetus gallicus","Short-toed Snake-eagle","LC","Stable","Terrestrial","Birds","4.1 2.1",0,"Unchanged","Transportation",59,5.04273504273504,"N"
"714","Buteo rufinus","Long-legged Buzzard","LC","Stable","Terrestrial","Birds","3.2 1.2",0,"Unchanged","Energy",56,4.78632478632479,"N"
"715","Arctocephalus townsendi","Guadalupe Fur Seal","LC","Increasing","Marine,Terrestrial","MarineMam","4.3 2.1",1,"Improved","Transportation",59,5.04273504273504,"N"
"716","Balaenoptera physalus","Fin Whale","VU","Increasing","Marine","MarineMam","4.3 2.1",1,"Improved","Transportation",59,5.04273504273504,"Y"
"717","Cystophora cristata","Hooded Seal","VU","U","Marine,Terrestrial","MarineMam","4.3 2.1",0,"Unchanged","Transportation",59,5.04273504273504,"Y"
"718","Delphinapterus leucas","Beluga","LC","U","Marine","MarineMam","4.3 2.1",0,"Unchanged","Transportation",59,5.04273504273504,"N"
"719","Eubalaena australis","Southern Right Whale","LC","U","Marine","MarineMam","4.3 2.1",1,"Improved","Transportation",59,5.04273504273504,"N"
"720","Huso dauricus","Kaluga","CR","Decreasing","Marine,Freshwater","Bony","4.3 1.2",-1,"Declined","Transportation",59,5.04273504273504,"Y"
"721","Huso huso","Beluga","CR","Decreasing","Marine,Freshwater","Bony","4.3 2.1",-1,"Declined","Transportation",59,5.04273504273504,"Y"
"722","Megaptera novaeangliae","Humpback Whale","LC","Increasing","Marine","MarineMam","4.3 2.1",2,"Improved","Transportation",59,5.04273504273504,"N"
"723","Monachus monachus","Mediterranean Monk Seal","EN","Increasing","Marine,Terrestrial","MarineMam","4.3 2.1",0,"Unchanged","Transportation",59,5.04273504273504,"Y"
"724","Monodon monoceros","Narwhal","LC","U","Marine","MarineMam","4.3 2.1",0,"Unchanged","Transportation",59,5.04273504273504,"N"
"725","Neophoca cinerea","Australian Sea Lion","EN","Decreasing","Marine,Terrestrial","MarineMam","4.3 2.1",-3,"Declined","Transportation",59,5.04273504273504,"Y"
"726","Odobenus rosmarus","Walrus","VU","U","Marine,Terrestrial","MarineMam","4.3 2.2",0,"Unchanged","Transportation",59,5.04273504273504,"Y"
"727","Orcaella brevirostris","Irrawaddy Dolphin","EN","Decreasing","Marine,Freshwater","MarineMam","4.3 2.1",0,"Unchanged","Transportation",59,5.04273504273504,"Y"
"728","Psephurus gladius","Chinese Paddlefish","CR","U","Marine,Freshwater","Bony","4.3 2.1",0,"Unchanged","Transportation",59,5.04273504273504,"Y"
"729","Pteronura brasiliensis","Giant Otter","EN","Decreasing","Freshwater,Terrestrial","LandMam","4.3 1.1",0,"Unchanged","Transportation",59,5.04273504273504,"Y"
"730","Sousa teuszii","Atlantic Humpbacked Dolphin","CR","Decreasing","Marine,Freshwater","MarineMam","4.3 2.1",0,"Unchanged","Transportation",59,5.04273504273504,"Y"
"731","Tursiops truncatus","Common Bottlenose Dolphin","LC","U","Marine","MarineMam","4.3 2.1",0,"Unchanged","Transportation",59,5.04273504273504,"N"
"732","Silurus glanis","Wels Catfish","LC","U","Freshwater","Bony","4.3 1.2",0,"Unchanged","Transportation",59,5.04273504273504,"N"
"733","Pusa caspica","Caspian Seal","EN","U","Freshwater,Terrestrial","LandMam","4.3 1.2",0,"Unchanged","Transportation",59,5.04273504273504,"Y"
"734","Pusa hispida","Ringed Seal","LC","U","Marine,Freshwater,Terrestrial","MarineMam","4.3 2.1",0,"Unchanged","Transportation",59,5.04273504273504,"N"
"735","Eubalaena japonica","North Pacific Right Whale","EN","U","Marine","MarineMam","4.3 2.1",0,"Unchanged","Transportation",59,5.04273504273504,"Y"
"736","Eubalaena glacialis","North Atlantic Right Whale","EN","Decreasing","Marine","MarineMam","4.3 2.1",0,"Unchanged","Transportation",59,5.04273504273504,"Y"
"737","Physeter macrocephalus","Sperm Whale","VU","U","Marine","MarineMam","4.3 2.1",0,"Unchanged","Transportation",59,5.04273504273504,"Y"
"738","Sousa chinensis","Indo-Pacific Humpbacked Dolphin","VU","Decreasing","Marine,Freshwater","MarineMam","4.3 2.1",0,"Unchanged","Transportation",59,5.04273504273504,"Y"
"739","Acinonyx jubatus","Cheetah","VU","Decreasing","Terrestrial","LandMam","6.1 2.2",0,"Unchanged","Recreation",35,2.99145299145299,"Y"
"740","Andrias japonicus","Japanese Giant Salamander","NT","Decreasing","Freshwater","ReptAmph","8.1.2 2.3.2",0,"Unchanged","Species Introductions",34,2.90598290598291,"N"
"741","Aonyx capensis","African Clawless Otter","NT","Decreasing","Marine,Freshwater,Terrestrial","LandMam","8.1.2 1.2",0,"Unchanged","Species Introductions",34,2.90598290598291,"N"
"742","Arctocephalus australis","South American Fur Seal","LC","Increasing","Marine,Terrestrial","MarineMam","6.1 2.2",0,"Unchanged","Recreation",35,2.99145299145299,"N"
"743","Arctocephalus galapagoensis","Galapagos Fur Seal","EN","Decreasing","Marine,Terrestrial","MarineMam","8.1.2 2.1",-1,"Declined","Species Introductions",34,2.90598290598291,"Y"
"744","Arctocephalus pusillus","Afro-Australian Fur Seal","LC","Increasing","Marine,Terrestrial","MarineMam","6.1 2.2",0,"Unchanged","Recreation",35,2.99145299145299,"N"
"745","Canis simensis","Ethiopian Wolf","EN","Decreasing","Terrestrial","LandMam","8.1.2 2.3.1",0,"Unchanged","Species Introductions",34,2.90598290598291,"Y"
"746","Cuon alpinus","Dhole","EN","Decreasing","Terrestrial","LandMam","8.1.2 2.3.2",0,"Unchanged","Species Introductions",34,2.90598290598291,"Y"
"747","Cyclura cornuta","Rhinoceros Iguana","VU","Decreasing","Terrestrial","ReptAmph","8.1.2 2.1",0,"Unchanged","Species Introductions",34,2.90598290598291,"Y"
"748","Lycalopex culpaeus","Culpeo","LC","Stable","Terrestrial","LandMam","8.1.2 2.1",0,"Unchanged","Species Introductions",34,2.90598290598291,"N"
"749","Hydrurga leptonyx","Leopard Seal","LC","U","Marine,Terrestrial","MarineMam","6.1 2.2",0,"Unchanged","Recreation",35,2.99145299145299,"N"
"750","Leptonychotes weddellii","Weddell Seal","LC","U","Marine,Terrestrial","MarineMam","6.1 2.2",0,"Unchanged","Recreation",35,2.99145299145299,"N"
"751","Lobodon carcinophaga","Crabeater Seal","LC","U","Marine,Terrestrial","MarineMam","6.1 1.3",0,"Unchanged","Recreation",35,2.99145299145299,"N"
"752","Lynx lynx","Eurasian Lynx","LC","Stable","Terrestrial","LandMam","8.1.2 2.1",0,"Unchanged","Species Introductions",34,2.90598290598291,"N"
"753","Lynx rufus","Bobcat","LC","Stable","Terrestrial","LandMam","8.1.2 2.2",0,"Unchanged","Species Introductions",34,2.90598290598291,"N"
"754","Mirounga angustirostris","Northern Elephant Seal","LC","Increasing","Marine,Terrestrial","MarineMam","6.1 2.2",0,"Unchanged","Recreation",35,2.99145299145299,"N"
"755","Monachus monachus","Mediterranean Monk Seal","EN","Increasing","Marine,Terrestrial","MarineMam","6.1 2.2",0,"Unchanged","Recreation",35,2.99145299145299,"Y"
